,lat,lon,lat_mod,lon_mod,distance,side,in_range,Julian_Date,Year,Month,Day,Hour,Minute,Second,Seconds_Elapsed,COG_T,SOG_K,pressure_B,wind_dir_T,wind_speed_M,rateofturn
3047,4145.4858,7041.0774,41.7580966667,-70.6846233333,-44.4176210012,1.0,1.0,2457947.125,2017,7,12,15.0,0.0,0.1,1090800.1,7.3,5.1,1.0149,113.2,1.9,0.0
3048,4145.4868,7041.0774,41.7581133333,-70.6846233333,-44.681444635,1.0,1.0,2457947.12501,2017,7,12,15.0,0.0,1.1,1090801.1,8.8,5.5,1.015,107.9,2.0,0.0
3049,4145.4879,7041.0775,41.7581316667,-70.684625,-45.1933602338,1.0,1.0,2457947.12502,2017,7,12,15.0,0.0,2.1,1090802.1,8.3,5.5,1.015,111.3,2.0,0.0
3050,4145.4889,7041.0778,41.7581483333,-70.68463,-46.0135551628,1.0,1.0,2457947.12504,2017,7,12,15.0,0.0,3.1,1090803.1,3.9,5.1,1.0148,114.9,1.7,0.0
3051,4145.4896,7041.0782,41.75816,-70.6846366667,-46.8784239895,1.0,1.0,2457947.12505,2017,7,12,15.0,0.0,4.1,1090804.1,350.9,4.6,1.0151,124.6,1.5,0.0
3052,4145.4901,7041.0791,41.7581683333,-70.6846516667,-48.327870976,1.0,1.0,2457947.12506,2017,7,12,15.0,0.0,5.1,1090805.1,334.3,4.0,1.0148,123.0,1.6,0.0
3053,4145.4905,7041.0799,41.758175,-70.684665,-49.5979382481,1.0,1.0,2457947.12507,2017,7,12,15.0,0.0,6.1,1090806.1,317.8,3.5,1.015,108.5,1.9,0.0
3054,4145.4905,7041.0809,41.758175,-70.6846816667,-50.9250751686,1.0,1.0,2457947.12508,2017,7,12,15.0,0.0,7.1,1090807.1,294.1,3.1,1.015,105.8,1.7,0.0
3055,4145.4904,7041.0818,41.7581733333,-70.6846966667,-52.0720404559,1.0,1.0,2457947.12509,2017,7,12,15.0,0.0,8.1,1090808.1,270.9,2.7,1.015,100.5,1.5,0.0
3056,4145.49,7041.0824,41.7581666667,-70.6847066667,-52.6812904944,1.0,1.0,2457947.12511,2017,7,12,15.0,0.0,9.1,1090809.1,237.8,2.4,1.0149,102.4,2.0,0.0
3057,4145.4895,7041.0825,41.7581583333,-70.6847083333,-52.5911924366,1.0,1.0,2457947.12512,2017,7,12,15.0,0.0,10.1,1090810.1,203.1,2.2,1.0149,96.8,1.7,0.0
3058,4145.489,7041.0824,41.75815,-70.6847066667,-52.2476535187,1.0,1.0,2457947.12513,2017,7,12,15.0,0.0,11.1,1090811.1,176.1,2.4,1.0151,91.8,1.9,0.0
3059,4145.4888,7041.0818,41.7581466667,-70.6846966667,-51.357530221,1.0,1.0,2457947.12514,2017,7,12,15.0,0.0,12.1,1090812.1,144.7,2.4,1.0152,92.5,2.3,0.0
3060,4145.4886,7041.0811,41.7581433333,-70.684685,-50.332879123,1.0,1.0,2457947.12515,2017,7,12,15.0,0.0,13.1,1090813.1,113.1,2.7,1.0151,89.9,2.5,0.0
3061,4145.4888,7041.0799,41.7581466667,-70.684665,-48.7939627251,1.0,1.0,2457947.12516,2017,7,12,15.0,0.0,14.1,1090814.1,92.6,3.7,1.0152,102.9,2.2,0.0
3062,4145.489,7041.0789,41.75815,-70.6846483333,-47.5346519623,1.0,1.0,2457947.12517,2017,7,12,15.0,0.0,15.1,1090815.1,82.0,4.4,1.0152,111.8,2.8,0.0
3063,4145.4896,7041.0777,41.75816,-70.6846283333,-46.2122067982,1.0,1.0,2457947.12519,2017,7,12,15.0,0.0,16.1,1090816.1,67.1,5.0,1.0152,121.0,2.4,0.0
3064,4145.4902,7041.0766,41.75817,-70.68461,-45.071535893,1.0,1.0,2457947.1252,2017,7,12,15.0,0.0,17.1,1090817.1,57.9,5.3,1.0152,120.7,2.7,0.0
3065,4145.4908,7041.0755,41.75818,-70.6845916667,-43.9820538429,1.0,1.0,2457947.12521,2017,7,12,15.0,0.0,18.1,1090818.1,56.0,5.1,1.0151,134.5,2.8,0.0
3066,4145.4912,7041.0747,41.7581866667,-70.6845783333,-43.199958138,1.0,1.0,2457947.12522,2017,7,12,15.0,0.0,19.1,1090819.1,56.0,4.6,1.0151,138.0,2.3,0.0
3067,4145.4917,7041.074,41.758195,-70.6845666667,-42.6438861691,1.0,1.0,2457947.12523,2017,7,12,15.0,0.0,20.1,1090820.1,56.5,4.4,1.0151,148.7,2.1,0.0
3068,4145.4922,7041.0734,41.7582033333,-70.6845566667,-42.2492897709,1.0,1.0,2457947.12524,2017,7,12,15.0,0.0,21.1,1090821.1,52.8,4.2,1.0151,135.1,1.4,0.0
3069,4145.4926,7041.073,41.75821,-70.68455,-42.0574413238,1.0,1.0,2457947.12526,2017,7,12,15.0,0.0,22.1,1090822.1,43.2,3.7,1.0152,130.6,1.6,0.0
3070,4145.4929,7041.0731,41.758215,-70.6845516667,-42.4229878042,1.0,1.0,2457947.12527,2017,7,12,15.0,0.0,23.1,1090823.1,33.9,3.1,1.0151,125.6,1.3,0.0
3071,4145.4933,7041.073,41.7582216667,-70.68455,-42.629549982,1.0,1.0,2457947.12528,2017,7,12,15.0,0.0,24.1,1090824.1,23.7,2.5,1.0152,121.2,1.4,0.0
3072,4145.4934,7041.0731,41.7582233333,-70.6845516667,-42.8369523688,1.0,1.0,2457947.12529,2017,7,12,15.0,0.0,25.1,1090825.1,15.9,2.2,1.0153,127.7,1.2,0.0
3073,4145.4937,7041.0732,41.7582283333,-70.6845533333,-43.215435513,1.0,1.0,2457947.1253,2017,7,12,15.0,0.0,26.1,1090826.1,12.2,2.2,1.0152,102.8,1.2,0.0
3074,4145.4941,7041.0732,41.758235,-70.6845533333,-43.564567636,1.0,1.0,2457947.12531,2017,7,12,15.0,0.0,27.1,1090827.1,10.7,2.0,1.0153,128.2,1.2,0.0
3075,4145.4945,7041.0732,41.7582416667,-70.6845533333,-43.9234445387,1.0,1.0,2457947.12533,2017,7,12,15.0,0.0,28.1,1090828.1,9.7,1.8,1.0152,120.9,1.1,0.0
3076,4145.4947,7041.073,41.758245,-70.68455,-43.8666469605,1.0,1.0,2457947.12534,2017,7,12,15.0,0.0,29.1,1090829.1,12.3,1.8,1.0152,124.1,1.3,0.0
3077,4145.4949,7041.0728,41.7582483333,-70.6845466667,-43.8146594018,1.0,1.0,2457947.12535,2017,7,12,15.0,0.0,30.1,1090830.1,10.1,1.6,1.0151,135.9,1.4,0.0
3078,4145.4951,7041.0727,41.7582516667,-70.684545,-43.885880919,1.0,1.0,2457947.12536,2017,7,12,15.0,0.0,31.1,1090831.1,7.5,1.6,1.0151,134.6,1.4,0.0
3079,4145.4953,7041.0728,41.758255,-70.6845466667,-44.196394534,1.0,1.0,2457947.12537,2017,7,12,15.0,0.0,32.1,1090832.1,7.4,1.6,1.0152,117.7,1.2,0.0
3080,4145.4953,7041.0727,41.758255,-70.684545,-44.0784127181,1.0,1.0,2457947.12538,2017,7,12,15.0,0.0,33.1,1090833.1,6.9,1.4,1.0151,128.3,1.1,0.0
3081,4145.4955,7041.0727,41.7582583333,-70.684545,-44.2732122899,1.0,1.0,2457947.12539,2017,7,12,15.0,0.0,34.1,1090834.1,8.4,1.4,1.0152,126.3,1.3,0.0
3082,4145.4958,7041.0727,41.7582633333,-70.684545,-44.5695985816,1.0,1.0,2457947.12541,2017,7,12,15.0,0.0,35.1,1090835.1,9.5,1.6,1.0153,131.1,1.5,0.0
3083,4145.4959,7041.0727,41.758265,-70.684545,-44.6694957326,1.0,1.0,2457947.12542,2017,7,12,15.0,0.0,36.1,1090836.1,8.2,1.4,1.0153,126.7,1.2,0.0
3084,4145.4959,7041.0727,41.758265,-70.684545,-44.6694957326,1.0,1.0,2457947.12543,2017,7,12,15.0,0.0,37.1,1090837.1,8.2,1.4,1.0153,128.4,1.1,0.0
3085,4145.496,7041.0725,41.7582666667,-70.6845416667,-44.5379884643,1.0,1.0,2457947.12544,2017,7,12,15.0,0.0,38.1,1090838.1,12.8,1.4,1.0152,118.2,0.9,0.0
3086,4145.4963,7041.0722,41.7582716667,-70.6845366667,-44.4995475126,1.0,1.0,2457947.12545,2017,7,12,15.0,0.0,39.1,1090839.1,13.7,1.4,1.0152,121.6,0.8,0.0
3087,4145.4964,7041.0722,41.7582733333,-70.6845366667,-44.6034542408,1.0,1.0,2457947.12546,2017,7,12,15.0,0.0,40.1,1090840.1,12.2,1.4,1.0152,116.3,0.7,0.0
3088,4145.4966,7041.0724,41.7582766667,-70.68454,-45.0408319519,1.0,1.0,2457947.12548,2017,7,12,15.0,0.0,41.1,1090841.1,10.7,1.4,1.0151,121.3,0.6,0.0
3089,4145.4968,7041.0724,41.75828,-70.68454,-45.2512373407,1.0,1.0,2457947.12549,2017,7,12,15.0,0.0,42.1,1090842.1,10.4,1.2,1.0151,120.9,0.7,0.0
3090,4145.4971,7041.0723,41.758285,-70.6845383333,-45.4579483055,1.0,1.0,2457947.1255,2017,7,12,15.0,0.0,43.1,1090843.1,13.9,1.2,1.0153,123.3,0.7,0.0
3091,4145.4976,7041.0721,41.7582933333,-70.684535,-45.7793059043,1.0,1.0,2457947.12551,2017,7,12,15.0,0.0,44.1,1090844.1,16.9,1.4,1.0153,132.7,0.7,0.0
3092,4145.4978,7041.0719,41.7582966667,-70.6845316667,-45.7805804555,1.0,1.0,2457947.12552,2017,7,12,15.0,0.0,45.1,1090845.1,19.9,1.4,1.0153,133.8,0.5,0.0
3093,4145.4981,7041.0716,41.7583016667,-70.6845266667,-45.7912541574,1.0,1.0,2457947.12553,2017,7,12,15.0,0.0,46.1,1090846.1,20.8,1.4,1.0152,137.3,0.4,0.0
3094,4145.4984,7041.0715,41.7583066667,-70.684525,-46.0279930838,1.0,1.0,2457947.12555,2017,7,12,15.0,0.0,47.1,1090847.1,20.5,1.4,1.0153,133.3,0.5,0.0
3095,4145.4986,7041.0714,41.75831,-70.6845233333,-46.1533412704,1.0,1.0,2457947.12556,2017,7,12,15.0,0.0,48.1,1090848.1,24.7,1.4,1.0152,119.3,0.5,0.0
3096,4145.4989,7041.0711,41.758315,-70.6845183333,-46.1880033636,1.0,1.0,2457947.12557,2017,7,12,15.0,0.0,49.1,1090849.1,28.5,1.4,1.0153,125.7,0.6,0.0
3097,4145.499,7041.071,41.7583166667,-70.6845166667,-46.2018672035,1.0,1.0,2457947.12558,2017,7,12,15.0,0.0,50.1,1090850.1,28.3,1.6,1.0153,146.8,0.7,0.0
3098,4145.4994,7041.0705,41.7583233333,-70.6845083333,-46.1652737501,1.0,1.0,2457947.12559,2017,7,12,15.0,0.0,51.1,1090851.1,29.3,1.6,1.0154,145.2,0.7,0.0
3099,4145.4998,7041.0701,41.75833,-70.6845016667,-46.252465151,1.0,1.0,2457947.1256,2017,7,12,15.0,0.0,52.1,1090852.1,29.4,1.4,1.0154,138.7,0.8,0.0
3100,4145.5002,7041.07,41.7583366667,-70.6845,-46.6580878592,1.0,1.0,2457947.12561,2017,7,12,15.0,0.0,53.1,1090853.1,27.1,1.2,1.0154,131.5,0.8,0.0
3101,4145.5007,7041.0697,41.758345,-70.684495,-47.0047096742,1.0,1.0,2457947.12563,2017,7,12,15.0,0.0,54.1,1090854.1,33.2,1.4,1.0153,138.0,1.0,0.0
3102,4145.501,7041.0696,41.75835,-70.6844933333,-47.2997661594,1.0,1.0,2457947.12564,2017,7,12,15.0,0.0,55.1,1090855.1,29.3,1.8,1.0154,125.8,0.9,0.0
3103,4145.5012,7041.0698,41.7583533333,-70.6844966667,-47.7578361447,1.0,1.0,2457947.12565,2017,7,12,15.0,0.0,56.1,1090856.1,16.3,2.2,1.0154,113.2,1.0,0.0
3104,4145.5013,7041.0702,41.758355,-70.6845033333,-48.2792840493,1.0,1.0,2457947.12566,2017,7,12,15.0,0.0,57.1,1090857.1,358.6,2.5,1.0153,102.4,1.2,0.0
3105,4145.5014,7041.0709,41.7583566667,-70.684515,-49.0978398706,1.0,1.0,2457947.12567,2017,7,12,15.0,0.0,58.1,1090858.1,337.6,2.5,1.0151,115.3,1.0,0.0
3106,4145.5017,7041.0715,41.7583616667,-70.684525,-50.0802093359,1.0,1.0,2457947.12568,2017,7,12,15.0,0.0,59.1,1090859.1,315.6,2.5,1.0151,113.4,1.0,0.0
3107,4145.5018,7041.0721,41.7583633333,-70.684535,-50.8065557804,1.0,1.0,2457947.1257,2017,7,12,15.0,1.0,0.1,1090860.1,293.6,2.4,1.0151,114.4,1.1,0.0
3108,4145.5015,7041.073,41.7583583333,-70.68455,-51.3385530593,1.0,1.0,2457947.12571,2017,7,12,15.0,1.0,1.0,1090861.0,261.6,2.5,1.015,117.6,1.1,0.0
3109,4145.5011,7041.0735,41.7583516667,-70.6845583333,-51.361798745,1.0,1.0,2457947.12572,2017,7,12,15.0,1.0,2.1,1090862.1,237.2,2.7,1.0149,109.0,1.1,0.0
3110,4145.5006,7041.0736,41.7583433333,-70.68456,-50.8625409764,1.0,1.0,2457947.12573,2017,7,12,15.0,1.0,3.1,1090863.1,207.0,2.9,1.015,103.4,1.0,0.0
3111,4145.4998,7041.0739,41.75833,-70.684565,-50.2409469856,1.0,1.0,2457947.12574,2017,7,12,15.0,1.0,4.1,1090864.1,191.9,3.5,1.015,100.7,0.9,0.0
3112,4145.499,7041.0743,41.7583166667,-70.6845716667,-49.7698619726,1.0,1.0,2457947.12575,2017,7,12,15.0,1.0,5.1,1090865.1,186.3,3.5,1.0153,98.1,0.9,0.0
3113,4145.4983,7041.0743,41.758305,-70.6845716667,-49.0016760654,1.0,1.0,2457947.12577,2017,7,12,15.0,1.0,6.1,1090866.1,182.2,3.3,1.0155,101.2,1.1,0.0
3114,4145.4977,7041.0743,41.758295,-70.6845716667,-48.3612369776,1.0,1.0,2457947.12578,2017,7,12,15.0,1.0,7.1,1090867.1,183.6,3.1,1.0156,92.4,1.4,0.0
3115,4145.4972,7041.0744,41.7582866667,-70.6845733333,-47.9558514244,1.0,1.0,2457947.12579,2017,7,12,15.0,1.0,8.1,1090868.1,184.6,2.7,1.0156,86.9,1.5,0.0
3116,4145.4967,7041.0746,41.7582783333,-70.6845766667,-47.6820511186,1.0,1.0,2457947.1258,2017,7,12,15.0,1.0,9.1,1090869.1,184.5,2.5,1.0158,76.9,1.4,0.0
3117,4145.4963,7041.0746,41.7582716667,-70.6845766667,-47.2877575848,1.0,1.0,2457947.12581,2017,7,12,15.0,1.0,10.1,1090870.1,184.4,2.4,1.0158,78.8,1.8,0.0
3118,4145.496,7041.0748,41.7582666667,-70.68458,-47.2344210531,1.0,1.0,2457947.12582,2017,7,12,15.0,1.0,11.1,1090871.1,184.0,2.4,1.016,78.5,2.1,0.0
3119,4145.4956,7041.0745,41.75826,-70.684575,-46.4988658071,1.0,1.0,2457947.12583,2017,7,12,15.0,1.0,12.1,1090872.1,184.3,2.2,1.0159,93.1,1.4,0.0
3120,4145.4953,7041.0745,41.758255,-70.684575,-46.2193157422,1.0,1.0,2457947.12585,2017,7,12,15.0,1.0,13.1,1090873.1,183.0,2.0,1.0159,109.4,2.3,0.0
3121,4145.4952,7041.0745,41.7582533333,-70.684575,-46.1272460047,1.0,1.0,2457947.12586,2017,7,12,15.0,1.0,14.0,1090874.0,188.7,1.8,1.0157,122.3,2.8,0.0
3122,4145.4952,7041.0745,41.7582533333,-70.684575,-46.1272460047,1.0,1.0,2457947.12587,2017,7,12,15.0,1.0,15.1,1090875.1,187.2,1.6,1.0155,127.4,2.6,0.0
3123,4145.495,7041.0745,41.75825,-70.684575,-45.9447970699,1.0,1.0,2457947.12588,2017,7,12,15.0,1.0,16.1,1090876.1,186.1,1.8,1.0154,136.1,2.0,0.0
3124,4145.4946,7041.0743,41.7582433333,-70.6845716667,-45.3438030121,1.0,1.0,2457947.12589,2017,7,12,15.0,1.0,17.1,1090877.1,179.9,1.6,1.0153,145.9,2.1,0.0
3125,4145.4943,7041.0741,41.7582383333,-70.6845683333,-44.8359708106,1.0,1.0,2457947.1259,2017,7,12,15.0,1.0,18.1,1090878.1,180.2,1.6,1.0153,148.8,2.0,0.0
3126,4145.4943,7041.0741,41.7582383333,-70.6845683333,-44.8359708106,1.0,1.0,2457947.12592,2017,7,12,15.0,1.0,19.1,1090879.1,176.9,1.4,1.0153,147.9,1.8,0.0
3127,4145.4942,7041.0739,41.7582366667,-70.684565,-44.5046452738,1.0,1.0,2457947.12593,2017,7,12,15.0,1.0,20.1,1090880.1,178.7,1.4,1.0153,143.2,1.6,0.0
3128,4145.4941,7041.0736,41.758235,-70.68456,-44.0513937636,1.0,1.0,2457947.12594,2017,7,12,15.0,1.0,21.1,1090881.1,180.2,1.4,1.0153,139.6,1.2,0.0
3129,4145.4938,7041.0736,41.75823,-70.68456,-43.7915394813,1.0,1.0,2457947.12595,2017,7,12,15.0,1.0,22.1,1090882.1,185.3,1.4,1.0153,121.9,1.3,0.0
3130,4145.4936,7041.0736,41.7582266667,-70.68456,-43.6213826466,1.0,1.0,2457947.12596,2017,7,12,15.0,1.0,23.1,1090883.1,183.8,1.4,1.0152,111.2,1.4,0.0
3131,4145.4932,7041.0737,41.75822,-70.6845616667,-43.4126833202,1.0,1.0,2457947.12597,2017,7,12,15.0,1.0,24.1,1090884.1,183.2,1.4,1.0152,107.6,1.7,0.0
3132,4145.493,7041.0739,41.7582166667,-70.684565,-43.4999405658,1.0,1.0,2457947.12598,2017,7,12,15.0,1.0,25.1,1090885.1,183.7,1.2,1.0151,100.8,1.8,0.0
3133,4145.4928,7041.0739,41.7582133333,-70.684565,-43.3413274464,1.0,1.0,2457947.126,2017,7,12,15.0,1.0,26.1,1090886.1,188.6,1.2,1.0151,95.1,2.1,0.0
3134,4145.4928,7041.0738,41.7582133333,-70.6845633333,-43.2161441142,1.0,1.0,2457947.12601,2017,7,12,15.0,1.0,27.1,1090887.1,184.0,1.1,1.0152,97.4,1.7,0.0
3135,4145.4927,7041.0735,41.7582116667,-70.6845583333,-42.7618282704,1.0,1.0,2457947.12602,2017,7,12,15.0,1.0,28.1,1090888.1,175.2,1.1,1.0152,99.4,1.4,0.0
3136,4145.4927,7041.0733,41.7582116667,-70.684555,-42.5117287317,1.0,1.0,2457947.12603,2017,7,12,15.0,1.0,29.1,1090889.1,165.0,1.1,1.0154,96.9,2.2,0.0
3137,4145.4923,7041.0732,41.758205,-70.6845533333,-42.0736546548,1.0,1.0,2457947.12604,2017,7,12,15.0,1.0,30.1,1090890.1,173.2,1.2,1.0152,109.3,2.0,0.0
3138,4145.4919,7041.0733,41.7581983333,-70.684555,-41.8980862216,1.0,1.0,2457947.12605,2017,7,12,15.0,1.0,31.1,1090891.1,177.6,1.2,1.0154,119.2,2.7,0.0
3139,4145.4918,7041.0735,41.7581966667,-70.6845583333,-42.0786303464,1.0,1.0,2457947.12607,2017,7,12,15.0,1.0,32.1,1090892.1,175.6,1.1,1.0155,121.5,3.0,0.0
3140,4145.4915,7041.0735,41.7581916667,-70.6845583333,-41.8631986079,1.0,1.0,2457947.12608,2017,7,12,15.0,1.0,33.1,1090893.1,177.8,1.1,1.0156,125.0,2.9,0.0
3141,4145.4915,7041.0736,41.7581916667,-70.68456,-41.9910491798,1.0,1.0,2457947.12609,2017,7,12,15.0,1.0,34.1,1090894.1,180.4,1.2,1.0156,124.5,2.6,0.0
3142,4145.4912,7041.0735,41.7581866667,-70.6845583333,-41.6540786397,1.0,1.0,2457947.1261,2017,7,12,15.0,1.0,35.1,1090895.1,174.5,2.0,1.0156,125.9,2.3,0.0
3143,4145.4908,7041.0732,41.75818,-70.6845533333,-40.997618701,1.0,1.0,2457947.12611,2017,7,12,15.0,1.0,36.1,1090896.1,163.0,2.5,1.0156,112.5,1.9,0.0
3144,4145.4902,7041.0728,41.75817,-70.6845466667,-40.091621008,1.0,1.0,2457947.12612,2017,7,12,15.0,1.0,37.1,1090897.1,157.9,3.3,1.0157,119.3,1.9,0.0
3145,4145.4897,7041.0723,41.7581616667,-70.6845383333,-39.1324567114,1.0,1.0,2457947.12614,2017,7,12,15.0,1.0,38.1,1090898.1,147.9,3.7,1.0158,108.9,1.8,0.0
3146,4145.4892,7041.0719,41.7581533333,-70.6845316667,-38.3158634652,1.0,1.0,2457947.12615,2017,7,12,15.0,1.0,39.1,1090899.1,138.4,3.7,1.0159,130.1,2.5,0.0
3147,4145.489,7041.0713,41.75815,-70.6845216667,-37.4126320575,1.0,1.0,2457947.12616,2017,7,12,15.0,1.0,40.1,1090900.1,131.8,4.0,1.0158,143.0,2.6,0.0
3148,4145.4885,7041.0707,41.7581416667,-70.6845116667,-36.3463726971,1.0,1.0,2457947.12617,2017,7,12,15.0,1.0,41.1,1090901.1,126.0,4.2,1.016,145.1,1.9,0.0
3149,4145.4884,7041.07,41.75814,-70.6845,-35.3659736649,1.0,1.0,2457947.12618,2017,7,12,15.0,1.0,42.1,1090902.1,121.2,4.0,1.0161,158.4,1.0,0.0
3150,4145.4879,7041.0695,41.7581316667,-70.6844916667,-34.4427617778,1.0,1.0,2457947.12619,2017,7,12,15.0,1.0,43.1,1090903.1,121.7,3.8,1.0159,142.9,1.0,0.0
3151,4145.4877,7041.0689,41.7581283333,-70.6844816667,-33.5439740369,1.0,1.0,2457947.1262,2017,7,12,15.0,1.0,44.1,1090904.1,120.8,3.3,1.0159,137.8,1.1,0.0
3152,4145.4878,7041.0683,41.75813,-70.6844716667,-32.7960381502,1.0,1.0,2457947.12622,2017,7,12,15.0,1.0,45.1,1090905.1,116.2,2.9,1.016,138.5,0.5,0.0
3153,4145.4878,7041.0678,41.75813,-70.6844633333,-32.1324463849,1.0,1.0,2457947.12623,2017,7,12,15.0,1.0,46.1,1090906.1,115.9,2.5,1.0159,153.4,0.7,0.0
3154,4145.4876,7041.0676,41.7581266667,-70.68446,-31.7632107302,1.0,1.0,2457947.12624,2017,7,12,15.0,1.0,47.1,1090907.1,118.8,2.4,1.0158,150.7,0.7,0.0
3155,4145.4874,7041.0674,41.7581233333,-70.6844566667,-31.3964476493,1.0,1.0,2457947.12625,2017,7,12,15.0,1.0,48.1,1090908.1,120.5,2.2,1.016,155.2,0.9,0.0
3156,4145.4874,7041.067,41.7581233333,-70.68445,-30.8637090508,1.0,1.0,2457947.12626,2017,7,12,15.0,1.0,49.1,1090909.1,119.4,2.0,1.0158,156.6,0.8,0.0
3157,4145.4872,7041.0668,41.75812,-70.6844466667,-30.4981607537,1.0,1.0,2457947.12627,2017,7,12,15.0,1.0,50.1,1090910.1,126.6,1.8,1.0156,92.4,0.7,0.0
3158,4145.4868,7041.0666,41.7581133333,-70.6844433333,-30.0434494773,1.0,1.0,2457947.12629,2017,7,12,15.0,1.0,51.1,1090911.1,129.5,1.8,1.0157,75.9,0.8,0.0
3159,4145.4865,7041.0664,41.7581083333,-70.68444,-29.6443317439,1.0,1.0,2457947.1263,2017,7,12,15.0,1.0,52.1,1090912.1,128.3,2.2,1.0156,105.0,0.5,0.0
3160,4145.4864,7041.0659,41.7581066667,-70.6844316667,-28.9288806989,1.0,1.0,2457947.12631,2017,7,12,15.0,1.0,53.1,1090913.1,125.4,2.0,1.0154,117.1,0.9,0.0
3161,4145.486,7041.0654,41.7581,-70.6844233333,-28.0937016761,1.0,1.0,2457947.12632,2017,7,12,15.0,1.0,54.1,1090914.1,122.2,2.0,1.0153,122.8,0.9,0.0
3162,4145.486,7041.0649,41.7581,-70.684415,-27.417439009,1.0,1.0,2457947.12633,2017,7,12,15.0,1.0,55.1,1090915.1,117.4,1.8,1.0152,131.2,0.6,0.0
3163,4145.4859,7041.0644,41.7580983333,-70.6844066667,-26.7024705496,1.0,1.0,2457947.12634,2017,7,12,15.0,1.0,56.1,1090916.1,116.1,1.8,1.0152,121.4,0.3,0.0
3164,4145.4857,7041.0643,41.758095,-70.684405,-26.4916189795,1.0,1.0,2457947.12636,2017,7,12,15.0,1.0,57.1,1090917.1,114.7,1.6,1.0152,114.0,0.8,0.0
3165,4145.4855,7041.0642,41.7580916667,-70.6844033333,-26.2850337814,1.0,1.0,2457947.12637,2017,7,12,15.0,1.0,58.1,1090918.1,112.8,1.4,1.0151,106.5,0.7,0.0
3166,4145.4853,7041.0645,41.7580883333,-70.6844083333,-26.6278985444,1.0,1.0,2457947.12638,2017,7,12,15.0,1.0,59.1,1090919.1,124.2,1.2,1.0153,119.5,0.6,0.0
3167,4145.4851,7041.0646,41.758085,-70.68441,-26.7045746714,1.0,1.0,2457947.12639,2017,7,12,15.0,2.0,0.1,1090920.1,120.5,1.2,1.0154,121.8,0.6,0.0
3168,4145.485,7041.0645,41.7580833333,-70.6844083333,-26.5398618287,1.0,1.0,2457947.1264,2017,7,12,15.0,2.0,1.1,1090921.1,114.6,1.2,1.0155,125.3,0.8,0.0
3169,4145.4849,7041.0645,41.7580816667,-70.6844083333,-26.5130438664,1.0,1.0,2457947.12641,2017,7,12,15.0,2.0,2.1,1090922.1,108.8,1.1,1.0155,121.5,0.8,0.0
3170,4145.4848,7041.0643,41.75808,-70.684405,-26.2134531106,1.0,1.0,2457947.12642,2017,7,12,15.0,2.0,3.1,1090923.1,107.1,1.1,1.0156,125.1,0.6,0.0
3171,4145.4848,7041.0638,41.75808,-70.6843966667,-25.5285844511,1.0,1.0,2457947.12644,2017,7,12,15.0,2.0,4.1,1090924.1,103.1,1.2,1.0156,100.4,0.6,0.0
3172,4145.4848,7041.0636,41.75808,-70.6843933333,-25.2547373381,1.0,1.0,2457947.12645,2017,7,12,15.0,2.0,5.1,1090925.1,102.3,1.1,1.0156,108.7,0.7,0.0
3173,4145.4849,7041.0634,41.7580816667,-70.68439,-25.0080371455,1.0,1.0,2457947.12646,2017,7,12,15.0,2.0,6.1,1090926.1,103.6,1.1,1.0156,92.8,0.9,0.0
3174,4145.4851,7041.0626,41.758085,-70.6843766667,-23.975625391,1.0,1.0,2457947.12647,2017,7,12,15.0,2.0,7.1,1090927.1,104.9,1.2,1.0155,95.1,0.8,0.0
3175,4145.4851,7041.0623,41.758085,-70.6843716667,-23.5670236624,1.0,1.0,2457947.12648,2017,7,12,15.0,2.0,8.1,1090928.1,109.1,1.1,1.0154,101.5,1.3,0.0
3176,4145.4848,7041.0629,41.75808,-70.6843816667,-24.2967596525,1.0,1.0,2457947.12649,2017,7,12,15.0,2.0,9.1,1090929.1,120.4,0.9,1.0155,118.9,1.5,0.0
3177,4145.4847,7041.0628,41.7580783333,-70.68438,-24.1333564958,1.0,1.0,2457947.12651,2017,7,12,15.0,2.0,10.1,1090930.1,117.0,0.9,1.0156,96.9,1.3,0.0
3178,4145.4847,7041.0629,41.7580783333,-70.6843816667,-24.2702950827,1.0,1.0,2457947.12652,2017,7,12,15.0,2.0,11.1,1090931.1,129.0,0.9,1.0157,91.6,1.3,0.0
3179,4145.4846,7041.0632,41.7580766667,-70.6843866667,-24.6565431643,1.0,1.0,2457947.12653,2017,7,12,15.0,2.0,12.1,1090932.1,129.2,0.9,1.0159,100.2,1.1,0.0
3180,4145.4842,7041.0634,41.75807,-70.68439,-24.8468721798,1.0,1.0,2457947.12654,2017,7,12,15.0,2.0,13.1,1090933.1,117.8,0.9,1.016,80.4,0.9,0.0
3181,4145.4841,7041.0636,41.7580683333,-70.6843933333,-25.1047412265,1.0,1.0,2457947.12655,2017,7,12,15.0,2.0,14.1,1090934.1,116.6,1.1,1.0161,91.5,1.0,0.0
3182,4145.4843,7041.0633,41.7580716667,-70.6843883333,-24.728306184,1.0,1.0,2457947.12656,2017,7,12,15.0,2.0,15.1,1090935.1,118.9,1.1,1.0161,82.4,0.8,0.0
3183,4145.4844,7041.0631,41.7580733333,-70.684385,-24.473967943,1.0,1.0,2457947.12658,2017,7,12,15.0,2.0,16.1,1090936.1,122.4,0.9,1.016,69.7,0.8,0.0
