,Julian_Date,SweepGas_Press_Avg,Year,Month,Day,Hour,Minute,Second,Seconds_Elapsed
63331,2457947.16306,2358,2017,7,12,15.0,54.0,48.0,1094088.0
63332,2457947.16307,2361,2017,7,12,15.0,54.0,49.0,1094089.0
63333,2457947.16308,2360,2017,7,12,15.0,54.0,50.0,1094090.0
63334,2457947.16309,2356,2017,7,12,15.0,54.0,51.0,1094091.0
63335,2457947.1631,2356,2017,7,12,15.0,54.0,52.0,1094092.0
63336,2457947.16311,2358,2017,7,12,15.0,54.0,53.0,1094093.0
63337,2457947.16312,2357,2017,7,12,15.0,54.0,54.0,1094094.0
63338,2457947.16314,2353,2017,7,12,15.0,54.0,55.0,1094095.0
63339,2457947.16315,2357,2017,7,12,15.0,54.0,56.0,1094096.0
63340,2457947.16316,2361,2017,7,12,15.0,54.0,57.0,1094097.0
63341,2457947.16317,2357,2017,7,12,15.0,54.0,58.0,1094098.0
63342,2457947.16318,2358,2017,7,12,15.0,54.0,59.0,1094099.0
63343,2457947.16319,2362,2017,7,12,15.0,55.0,0.0,1094100.0
63344,2457947.16321,2361,2017,7,12,15.0,55.0,1.0,1094101.0
63345,2457947.16322,2356,2017,7,12,15.0,55.0,2.0,1094102.0
63346,2457947.16323,2356,2017,7,12,15.0,55.0,3.0,1094103.0
63347,2457947.16324,2358,2017,7,12,15.0,55.0,4.0,1094104.0
63348,2457947.16325,2356,2017,7,12,15.0,55.0,5.0,1094105.0
63349,2457947.16326,2356,2017,7,12,15.0,55.0,6.0,1094106.0
63350,2457947.16328,2357,2017,7,12,15.0,55.0,7.0,1094107.0
63351,2457947.16329,2361,2017,7,12,15.0,55.0,8.0,1094108.0
63352,2457947.1633,2358,2017,7,12,15.0,55.0,9.0,1094109.0
63353,2457947.16331,2356,2017,7,12,15.0,55.0,10.0,1094110.0
63354,2457947.16332,2360,2017,7,12,15.0,55.0,11.0,1094111.0
63355,2457947.16333,2360,2017,7,12,15.0,55.0,12.0,1094112.0
63356,2457947.16334,2357,2017,7,12,15.0,55.0,13.0,1094113.0
63357,2457947.16336,2358,2017,7,12,15.0,55.0,14.0,1094114.0
63358,2457947.16337,2358,2017,7,12,15.0,55.0,15.0,1094115.0
63359,2457947.16338,2355,2017,7,12,15.0,55.0,16.0,1094116.0
63360,2457947.16339,2355,2017,7,12,15.0,55.0,17.0,1094117.0
63361,2457947.1634,2356,2017,7,12,15.0,55.0,18.0,1094118.0
63362,2457947.16341,2360,2017,7,12,15.0,55.0,19.0,1094119.0
63363,2457947.16343,2357,2017,7,12,15.0,55.0,20.0,1094120.0
63364,2457947.16344,2358,2017,7,12,15.0,55.0,21.0,1094121.0
63365,2457947.16345,2361,2017,7,12,15.0,55.0,22.0,1094122.0
63366,2457947.16346,2361,2017,7,12,15.0,55.0,23.0,1094123.0
63367,2457947.16347,2358,2017,7,12,15.0,55.0,24.0,1094124.0
63368,2457947.16348,2356,2017,7,12,15.0,55.0,25.0,1094125.0
63369,2457947.1635,2357,2017,7,12,15.0,55.0,26.0,1094126.0
63370,2457947.16351,2358,2017,7,12,15.0,55.0,27.0,1094127.0
63371,2457947.16352,2354,2017,7,12,15.0,55.0,28.0,1094128.0
63372,2457947.16353,2356,2017,7,12,15.0,55.0,29.0,1094129.0
63373,2457947.16354,2362,2017,7,12,15.0,55.0,30.0,1094130.0
63374,2457947.16355,2360,2017,7,12,15.0,55.0,31.0,1094131.0
63375,2457947.16356,2357,2017,7,12,15.0,55.0,32.0,1094132.0
63376,2457947.16358,2360,2017,7,12,15.0,55.0,33.0,1094133.0
63377,2457947.16359,2360,2017,7,12,15.0,55.0,34.0,1094134.0
63378,2457947.1636,2355,2017,7,12,15.0,55.0,35.0,1094135.0
63379,2457947.16361,2356,2017,7,12,15.0,55.0,36.0,1094136.0
63380,2457947.16362,2358,2017,7,12,15.0,55.0,37.0,1094137.0
63381,2457947.16363,2358,2017,7,12,15.0,55.0,38.0,1094138.0
63382,2457947.16365,2354,2017,7,12,15.0,55.0,39.0,1094139.0
63383,2457947.16366,2357,2017,7,12,15.0,55.0,40.0,1094140.0
63384,2457947.16367,2361,2017,7,12,15.0,55.0,41.0,1094141.0
63385,2457947.16368,2360,2017,7,12,15.0,55.0,42.0,1094142.0
63386,2457947.16369,2358,2017,7,12,15.0,55.0,43.0,1094143.0
63387,2457947.1637,2359,2017,7,12,15.0,55.0,44.0,1094144.0
63388,2457947.16372,2360,2017,7,12,15.0,55.0,45.0,1094145.0
63389,2457947.16373,2356,2017,7,12,15.0,55.0,46.0,1094146.0
63390,2457947.16374,2356,2017,7,12,15.0,55.0,47.0,1094147.0
63391,2457947.16375,2358,2017,7,12,15.0,55.0,48.0,1094148.0
63392,2457947.16376,2358,2017,7,12,15.0,55.0,49.0,1094149.0
63393,2457947.16377,2356,2017,7,12,15.0,55.0,50.0,1094150.0
63394,2457947.16378,2358,2017,7,12,15.0,55.0,51.0,1094151.0
63395,2457947.1638,2360,2017,7,12,15.0,55.0,52.0,1094152.0
63396,2457947.16381,2360,2017,7,12,15.0,55.0,53.0,1094153.0
63397,2457947.16382,2357,2017,7,12,15.0,55.0,54.0,1094154.0
63398,2457947.16383,2358,2017,7,12,15.0,55.0,55.0,1094155.0
63399,2457947.16384,2361,2017,7,12,15.0,55.0,56.0,1094156.0
63400,2457947.16385,2358,2017,7,12,15.0,55.0,57.0,1094157.0
63401,2457947.16387,2355,2017,7,12,15.0,55.0,58.0,1094158.0
63402,2457947.16388,2357,2017,7,12,15.0,55.0,59.0,1094159.0
63403,2457947.16389,2358,2017,7,12,15.0,56.0,0.0,1094160.0
63404,2457947.1639,2358,2017,7,12,15.0,56.0,1.0,1094161.0
63405,2457947.16391,2357,2017,7,12,15.0,56.0,2.0,1094162.0
63406,2457947.16392,2362,2017,7,12,15.0,56.0,3.0,1094163.0
63407,2457947.16394,2360,2017,7,12,15.0,56.0,4.0,1094164.0
63408,2457947.16395,2358,2017,7,12,15.0,56.0,5.0,1094165.0
63409,2457947.16396,2358,2017,7,12,15.0,56.0,6.0,1094166.0
63410,2457947.16397,2360,2017,7,12,15.0,56.0,7.0,1094167.0
63411,2457947.16398,2357,2017,7,12,15.0,56.0,8.0,1094168.0
63412,2457947.16399,2354,2017,7,12,15.0,56.0,9.0,1094169.0
63413,2457947.164,2356,2017,7,12,15.0,56.0,10.0,1094170.0
63414,2457947.16402,2358,2017,7,12,15.0,56.0,11.0,1094171.0
63415,2457947.16403,2357,2017,7,12,15.0,56.0,12.0,1094172.0
63416,2457947.16404,2358,2017,7,12,15.0,56.0,13.0,1094173.0
63417,2457947.16405,2360,2017,7,12,15.0,56.0,14.0,1094174.0
63418,2457947.16406,2361,2017,7,12,15.0,56.0,15.0,1094175.0
63419,2457947.16407,2358,2017,7,12,15.0,56.0,16.0,1094176.0
63420,2457947.16409,2359,2017,7,12,15.0,56.0,17.0,1094177.0
63421,2457947.1641,2360,2017,7,12,15.0,56.0,18.0,1094178.0
63422,2457947.16411,2358,2017,7,12,15.0,56.0,19.0,1094179.0
63423,2457947.16412,2354,2017,7,12,15.0,56.0,20.0,1094180.0
63424,2457947.16413,2357,2017,7,12,15.0,56.0,21.0,1094181.0
63425,2457947.16414,2360,2017,7,12,15.0,56.0,22.0,1094182.0
63426,2457947.16416,2359,2017,7,12,15.0,56.0,23.0,1094183.0
63427,2457947.16417,2358,2017,7,12,15.0,56.0,24.0,1094184.0
63428,2457947.16418,2360,2017,7,12,15.0,56.0,25.0,1094185.0
63429,2457947.16419,2362,2017,7,12,15.0,56.0,26.0,1094186.0
63430,2457947.1642,2358,2017,7,12,15.0,56.0,27.0,1094187.0
63431,2457947.16421,2356,2017,7,12,15.0,56.0,28.0,1094188.0
63432,2457947.16422,2359,2017,7,12,15.0,56.0,29.0,1094189.0
63433,2457947.16424,2357,2017,7,12,15.0,56.0,30.0,1094190.0
63434,2457947.16425,2354,2017,7,12,15.0,56.0,31.0,1094191.0
63435,2457947.16426,2354,2017,7,12,15.0,56.0,32.0,1094192.0
63436,2457947.16427,2360,2017,7,12,15.0,56.0,33.0,1094193.0
63437,2457947.16428,2360,2017,7,12,15.0,56.0,34.0,1094194.0
63438,2457947.16429,2357,2017,7,12,15.0,56.0,35.0,1094195.0
63439,2457947.16431,2358,2017,7,12,15.0,56.0,36.0,1094196.0
63440,2457947.16432,2362,2017,7,12,15.0,56.0,37.0,1094197.0
63441,2457947.16433,2359,2017,7,12,15.0,56.0,38.0,1094198.0
63442,2457947.16434,2356,2017,7,12,15.0,56.0,39.0,1094199.0
63443,2457947.16435,2358,2017,7,12,15.0,56.0,40.0,1094200.0
63444,2457947.16436,2358,2017,7,12,15.0,56.0,41.0,1094201.0
63445,2457947.16438,2355,2017,7,12,15.0,56.0,42.0,1094202.0
63446,2457947.16439,2356,2017,7,12,15.0,56.0,43.0,1094203.0
63447,2457947.1644,2360,2017,7,12,15.0,56.0,44.0,1094204.0
63448,2457947.16441,2358,2017,7,12,15.0,56.0,45.0,1094205.0
63449,2457947.16442,2356,2017,7,12,15.0,56.0,46.0,1094206.0
63450,2457947.16443,2358,2017,7,12,15.0,56.0,47.0,1094207.0
63451,2457947.16444,2361,2017,7,12,15.0,56.0,48.0,1094208.0
63452,2457947.16446,2359,2017,7,12,15.0,56.0,49.0,1094209.0
63453,2457947.16447,2356,2017,7,12,15.0,56.0,50.0,1094210.0
63454,2457947.16448,2357,2017,7,12,15.0,56.0,51.0,1094211.0
63455,2457947.16449,2358,2017,7,12,15.0,56.0,52.0,1094212.0
63456,2457947.1645,2356,2017,7,12,15.0,56.0,53.0,1094213.0
63457,2457947.16451,2354,2017,7,12,15.0,56.0,54.0,1094214.0
63458,2457947.16453,2357,2017,7,12,15.0,56.0,55.0,1094215.0
63459,2457947.16454,2361,2017,7,12,15.0,56.0,56.0,1094216.0
63460,2457947.16455,2358,2017,7,12,15.0,56.0,57.0,1094217.0
63461,2457947.16456,2357,2017,7,12,15.0,56.0,58.0,1094218.0
63462,2457947.16457,2359,2017,7,12,15.0,56.0,59.0,1094219.0
63463,2457947.16458,2360,2017,7,12,15.0,57.0,0.0,1094220.0
63464,2457947.16459,2357,2017,7,12,15.0,57.0,1.0,1094221.0
63465,2457947.16461,2356,2017,7,12,15.0,57.0,2.0,1094222.0
63466,2457947.16462,2358,2017,7,12,15.0,57.0,3.0,1094223.0
63467,2457947.16463,2358,2017,7,12,15.0,57.0,4.0,1094224.0
63468,2457947.16464,2355,2017,7,12,15.0,57.0,5.0,1094225.0
63469,2457947.16465,2356,2017,7,12,15.0,57.0,6.0,1094226.0
63470,2457947.16466,2362,2017,7,12,15.0,57.0,7.0,1094227.0
63471,2457947.16468,2360,2017,7,12,15.0,57.0,8.0,1094228.0
63472,2457947.16469,2357,2017,7,12,15.0,57.0,9.0,1094229.0
63473,2457947.1647,2361,2017,7,12,15.0,57.0,10.0,1094230.0
63474,2457947.16471,2361,2017,7,12,15.0,57.0,11.0,1094231.0
63475,2457947.16472,2356,2017,7,12,15.0,57.0,12.0,1094232.0
63476,2457947.16473,2355,2017,7,12,15.0,57.0,13.0,1094233.0
63477,2457947.16475,2358,2017,7,12,15.0,57.0,14.0,1094234.0
63478,2457947.16476,2357,2017,7,12,15.0,57.0,15.0,1094235.0
63479,2457947.16477,2356,2017,7,12,15.0,57.0,16.0,1094236.0
63480,2457947.16478,2358,2017,7,12,15.0,57.0,17.0,1094237.0
63481,2457947.16479,2361,2017,7,12,15.0,57.0,18.0,1094238.0
63482,2457947.1648,2358,2017,7,12,15.0,57.0,19.0,1094239.0
63483,2457947.16481,2359,2017,7,12,15.0,57.0,20.0,1094240.0
63484,2457947.16483,2360,2017,7,12,15.0,57.0,21.0,1094241.0
63485,2457947.16484,2362,2017,7,12,15.0,57.0,22.0,1094242.0
63486,2457947.16485,2358,2017,7,12,15.0,57.0,23.0,1094243.0
63487,2457947.16486,2354,2017,7,12,15.0,57.0,24.0,1094244.0
63488,2457947.16487,2357,2017,7,12,15.0,57.0,25.0,1094245.0
63489,2457947.16488,2356,2017,7,12,15.0,57.0,26.0,1094246.0
63490,2457947.1649,2355,2017,7,12,15.0,57.0,27.0,1094247.0
63491,2457947.16491,2358,2017,7,12,15.0,57.0,28.0,1094248.0
63492,2457947.16492,2361,2017,7,12,15.0,57.0,29.0,1094249.0
63493,2457947.16493,2360,2017,7,12,15.0,57.0,30.0,1094250.0
63494,2457947.16494,2358,2017,7,12,15.0,57.0,31.0,1094251.0
63495,2457947.16495,2360,2017,7,12,15.0,57.0,32.0,1094252.0
63496,2457947.16497,2360,2017,7,12,15.0,57.0,33.0,1094253.0
63497,2457947.16498,2359,2017,7,12,15.0,57.0,34.0,1094254.0
63498,2457947.16499,2354,2017,7,12,15.0,57.0,35.0,1094255.0
63499,2457947.165,2356,2017,7,12,15.0,57.0,36.0,1094256.0
63500,2457947.16501,2359,2017,7,12,15.0,57.0,37.0,1094257.0
63501,2457947.16502,2358,2017,7,12,15.0,57.0,38.0,1094258.0
63502,2457947.16503,2357,2017,7,12,15.0,57.0,39.0,1094259.0
63503,2457947.16505,2360,2017,7,12,15.0,57.0,40.0,1094260.0
63504,2457947.16506,2361,2017,7,12,15.0,57.0,41.0,1094261.0
63505,2457947.16507,2358,2017,7,12,15.0,57.0,42.0,1094262.0
63506,2457947.16508,2357,2017,7,12,15.0,57.0,43.0,1094263.0
63507,2457947.16509,2361,2017,7,12,15.0,57.0,44.0,1094264.0
63508,2457947.1651,2358,2017,7,12,15.0,57.0,45.0,1094265.0
63509,2457947.16512,2355,2017,7,12,15.0,57.0,46.0,1094266.0
63510,2457947.16513,2356,2017,7,12,15.0,57.0,47.0,1094267.0
63511,2457947.16514,2359,2017,7,12,15.0,57.0,48.0,1094268.0
63512,2457947.16515,2358,2017,7,12,15.0,57.0,49.0,1094269.0
63513,2457947.16516,2358,2017,7,12,15.0,57.0,50.0,1094270.0
63514,2457947.16517,2359,2017,7,12,15.0,57.0,51.0,1094271.0
63515,2457947.16519,2361,2017,7,12,15.0,57.0,52.0,1094272.0
63516,2457947.1652,2358,2017,7,12,15.0,57.0,53.0,1094273.0
63517,2457947.16521,2358,2017,7,12,15.0,57.0,54.0,1094274.0
63518,2457947.16522,2358,2017,7,12,15.0,57.0,55.0,1094275.0
63519,2457947.16523,2360,2017,7,12,15.0,57.0,56.0,1094276.0
63520,2457947.16524,2356,2017,7,12,15.0,57.0,57.0,1094277.0
63521,2457947.16525,2354,2017,7,12,15.0,57.0,58.0,1094278.0
63522,2457947.16527,2358,2017,7,12,15.0,57.0,59.0,1094279.0
63523,2457947.16528,2358,2017,7,12,15.0,58.0,0.0,1094280.0
63524,2457947.16529,2356,2017,7,12,15.0,58.0,1.0,1094281.0
63525,2457947.1653,2358,2017,7,12,15.0,58.0,2.0,1094282.0
63526,2457947.16531,2360,2017,7,12,15.0,58.0,3.0,1094283.0
63527,2457947.16532,2359,2017,7,12,15.0,58.0,4.0,1094284.0
63528,2457947.16534,2357,2017,7,12,15.0,58.0,5.0,1094285.0
63529,2457947.16535,2359,2017,7,12,15.0,58.0,6.0,1094286.0
63530,2457947.16536,2358,2017,7,12,15.0,58.0,7.0,1094287.0
63531,2457947.16537,2357,2017,7,12,15.0,58.0,8.0,1094288.0
63532,2457947.16538,2353,2017,7,12,15.0,58.0,9.0,1094289.0
63533,2457947.16539,2358,2017,7,12,15.0,58.0,10.0,1094290.0
63534,2457947.16541,2360,2017,7,12,15.0,58.0,11.0,1094291.0
63535,2457947.16542,2358,2017,7,12,15.0,58.0,12.0,1094292.0
63536,2457947.16543,2358,2017,7,12,15.0,58.0,13.0,1094293.0
63537,2457947.16544,2362,2017,7,12,15.0,58.0,14.0,1094294.0
63538,2457947.16545,2360,2017,7,12,15.0,58.0,15.0,1094295.0
63539,2457947.16546,2358,2017,7,12,15.0,58.0,16.0,1094296.0
63540,2457947.16547,2358,2017,7,12,15.0,58.0,17.0,1094297.0
63541,2457947.16549,2358,2017,7,12,15.0,58.0,18.0,1094298.0
63542,2457947.1655,2356,2017,7,12,15.0,58.0,19.0,1094299.0
63543,2457947.16551,2356,2017,7,12,15.0,58.0,20.0,1094300.0
63544,2457947.16552,2359,2017,7,12,15.0,58.0,21.0,1094301.0
63545,2457947.16553,2360,2017,7,12,15.0,58.0,22.0,1094302.0
63546,2457947.16554,2358,2017,7,12,15.0,58.0,23.0,1094303.0
63547,2457947.16556,2360,2017,7,12,15.0,58.0,24.0,1094304.0
63548,2457947.16557,2362,2017,7,12,15.0,58.0,25.0,1094305.0
63549,2457947.16558,2359,2017,7,12,15.0,58.0,26.0,1094306.0
63550,2457947.16559,2356,2017,7,12,15.0,58.0,27.0,1094307.0
63551,2457947.1656,2359,2017,7,12,15.0,58.0,28.0,1094308.0
63552,2457947.16561,2359,2017,7,12,15.0,58.0,29.0,1094309.0
63553,2457947.16562,2355,2017,7,12,15.0,58.0,30.0,1094310.0
63554,2457947.16564,2356,2017,7,12,15.0,58.0,31.0,1094311.0
63555,2457947.16565,2360,2017,7,12,15.0,58.0,32.0,1094312.0
63556,2457947.16566,2360,2017,7,12,15.0,58.0,33.0,1094313.0
63557,2457947.16567,2358,2017,7,12,15.0,58.0,34.0,1094314.0
63558,2457947.16568,2359,2017,7,12,15.0,58.0,35.0,1094315.0
63559,2457947.16569,2360,2017,7,12,15.0,58.0,36.0,1094316.0
63560,2457947.16571,2358,2017,7,12,15.0,58.0,37.0,1094317.0
63561,2457947.16572,2358,2017,7,12,15.0,58.0,38.0,1094318.0
63562,2457947.16573,2358,2017,7,12,15.0,58.0,39.0,1094319.0
63563,2457947.16574,2357,2017,7,12,15.0,58.0,40.0,1094320.0
63564,2457947.16575,2354,2017,7,12,15.0,58.0,41.0,1094321.0
63565,2457947.16576,2356,2017,7,12,15.0,58.0,42.0,1094322.0
63566,2457947.16578,2360,2017,7,12,15.0,58.0,43.0,1094323.0
63567,2457947.16579,2358,2017,7,12,15.0,58.0,44.0,1094324.0
63568,2457947.1658,2356,2017,7,12,15.0,58.0,45.0,1094325.0
63569,2457947.16581,2360,2017,7,12,15.0,58.0,46.0,1094326.0
63570,2457947.16582,2362,2017,7,12,15.0,58.0,47.0,1094327.0
63571,2457947.16583,2358,2017,7,12,15.0,58.0,48.0,1094328.0
63572,2457947.16584,2358,2017,7,12,15.0,58.0,49.0,1094329.0
63573,2457947.16586,2359,2017,7,12,15.0,58.0,50.0,1094330.0
63574,2457947.16587,2356,2017,7,12,15.0,58.0,51.0,1094331.0
63575,2457947.16588,2354,2017,7,12,15.0,58.0,52.0,1094332.0
63576,2457947.16589,2357,2017,7,12,15.0,58.0,53.0,1094333.0
63577,2457947.1659,2359,2017,7,12,15.0,58.0,54.0,1094334.0
63578,2457947.16591,2358,2017,7,12,15.0,58.0,55.0,1094335.0
63579,2457947.16593,2358,2017,7,12,15.0,58.0,56.0,1094336.0
63580,2457947.16594,2361,2017,7,12,15.0,58.0,57.0,1094337.0
63581,2457947.16595,2360,2017,7,12,15.0,58.0,58.0,1094338.0
63582,2457947.16596,2357,2017,7,12,15.0,58.0,59.0,1094339.0
63583,2457947.16597,2357,2017,7,12,15.0,59.0,0.0,1094340.0
63584,2457947.16598,2360,2017,7,12,15.0,59.0,1.0,1094341.0
63585,2457947.166,2356,2017,7,12,15.0,59.0,2.0,1094342.0
63586,2457947.16601,2355,2017,7,12,15.0,59.0,3.0,1094343.0
63587,2457947.16602,2357,2017,7,12,15.0,59.0,4.0,1094344.0
63588,2457947.16603,2360,2017,7,12,15.0,59.0,5.0,1094345.0
63589,2457947.16604,2358,2017,7,12,15.0,59.0,6.0,1094346.0
63590,2457947.16605,2358,2017,7,12,15.0,59.0,7.0,1094347.0
63591,2457947.16606,2361,2017,7,12,15.0,59.0,8.0,1094348.0
63592,2457947.16608,2360,2017,7,12,15.0,59.0,9.0,1094349.0
63593,2457947.16609,2355,2017,7,12,15.0,59.0,10.0,1094350.0
63594,2457947.1661,2358,2017,7,12,15.0,59.0,11.0,1094351.0
63595,2457947.16611,2358,2017,7,12,15.0,59.0,12.0,1094352.0
63596,2457947.16612,2354,2017,7,12,15.0,59.0,13.0,1094353.0
63597,2457947.16613,2355,2017,7,12,15.0,59.0,14.0,1094354.0
63598,2457947.16615,2360,2017,7,12,15.0,59.0,15.0,1094355.0
63599,2457947.16616,2358,2017,7,12,15.0,59.0,16.0,1094356.0
63600,2457947.16617,2356,2017,7,12,15.0,59.0,17.0,1094357.0
63601,2457947.16618,2358,2017,7,12,15.0,59.0,18.0,1094358.0
63602,2457947.16619,2362,2017,7,12,15.0,59.0,19.0,1094359.0
63603,2457947.1662,2360,2017,7,12,15.0,59.0,20.0,1094360.0
63604,2457947.16622,2358,2017,7,12,15.0,59.0,21.0,1094361.0
63605,2457947.16623,2358,2017,7,12,15.0,59.0,22.0,1094362.0
63606,2457947.16624,2358,2017,7,12,15.0,59.0,23.0,1094363.0
63607,2457947.16625,2355,2017,7,12,15.0,59.0,24.0,1094364.0
63608,2457947.16626,2354,2017,7,12,15.0,59.0,25.0,1094365.0
63609,2457947.16627,2357,2017,7,12,15.0,59.0,26.0,1094366.0
63610,2457947.16628,2359,2017,7,12,15.0,59.0,27.0,1094367.0
63611,2457947.1663,2358,2017,7,12,15.0,59.0,28.0,1094368.0
63612,2457947.16631,2359,2017,7,12,15.0,59.0,29.0,1094369.0
63613,2457947.16632,2362,2017,7,12,15.0,59.0,30.0,1094370.0
63614,2457947.16633,2361,2017,7,12,15.0,59.0,31.0,1094371.0
63615,2457947.16634,2357,2017,7,12,15.0,59.0,32.0,1094372.0
63616,2457947.16635,2356,2017,7,12,15.0,59.0,33.0,1094373.0
63617,2457947.16637,2357,2017,7,12,15.0,59.0,34.0,1094374.0
63618,2457947.16638,2356,2017,7,12,15.0,59.0,35.0,1094375.0
63619,2457947.16639,2355,2017,7,12,15.0,59.0,36.0,1094376.0
63620,2457947.1664,2356,2017,7,12,15.0,59.0,37.0,1094377.0
63621,2457947.16641,2360,2017,7,12,15.0,59.0,38.0,1094378.0
63622,2457947.16642,2362,2017,7,12,15.0,59.0,39.0,1094379.0
63623,2457947.16644,2359,2017,7,12,15.0,59.0,40.0,1094380.0
63624,2457947.16645,2358,2017,7,12,15.0,59.0,41.0,1094381.0
63625,2457947.16646,2361,2017,7,12,15.0,59.0,42.0,1094382.0
63626,2457947.16647,2360,2017,7,12,15.0,59.0,43.0,1094383.0
63627,2457947.16648,2355,2017,7,12,15.0,59.0,44.0,1094384.0
63628,2457947.16649,2356,2017,7,12,15.0,59.0,45.0,1094385.0
63629,2457947.1665,2358,2017,7,12,15.0,59.0,46.0,1094386.0
63630,2457947.16652,2358,2017,7,12,15.0,59.0,47.0,1094387.0
63631,2457947.16653,2356,2017,7,12,15.0,59.0,48.0,1094388.0
63632,2457947.16654,2359,2017,7,12,15.0,59.0,49.0,1094389.0
63633,2457947.16655,2362,2017,7,12,15.0,59.0,50.0,1094390.0
63634,2457947.16656,2360,2017,7,12,15.0,59.0,51.0,1094391.0
63635,2457947.16657,2358,2017,7,12,15.0,59.0,52.0,1094392.0
63636,2457947.16659,2359,2017,7,12,15.0,59.0,53.0,1094393.0
63637,2457947.1666,2361,2017,7,12,15.0,59.0,54.0,1094394.0
63638,2457947.16661,2356,2017,7,12,15.0,59.0,55.0,1094395.0
63639,2457947.16662,2356,2017,7,12,15.0,59.0,56.0,1094396.0
63640,2457947.16663,2358,2017,7,12,15.0,59.0,57.0,1094397.0
63641,2457947.16664,2359,2017,7,12,15.0,59.0,58.0,1094398.0
63642,2457947.16666,2357,2017,7,12,15.0,59.0,59.0,1094399.0
63643,2457947.16667,2359,2017,7,12,16.0,0.0,0.0,1094400.0
63644,2457947.16668,2363,2017,7,12,16.0,0.0,1.0,1094401.0
63645,2457947.16669,2361,2017,7,12,16.0,0.0,2.0,1094402.0
63646,2457947.1667,2356,2017,7,12,16.0,0.0,3.0,1094403.0
63647,2457947.16671,2357,2017,7,12,16.0,0.0,4.0,1094404.0
63648,2457947.16672,2359,2017,7,12,16.0,0.0,5.0,1094405.0
63649,2457947.16674,2356,2017,7,12,16.0,0.0,6.0,1094406.0
63650,2457947.16675,2356,2017,7,12,16.0,0.0,7.0,1094407.0
63651,2457947.16676,2357,2017,7,12,16.0,0.0,8.0,1094408.0
63652,2457947.16677,2359,2017,7,12,16.0,0.0,9.0,1094409.0
63653,2457947.16678,2357,2017,7,12,16.0,0.0,10.0,1094410.0
63654,2457947.16679,2358,2017,7,12,16.0,0.0,11.0,1094411.0
63655,2457947.16681,2360,2017,7,12,16.0,0.0,12.0,1094412.0
63656,2457947.16682,2362,2017,7,12,16.0,0.0,13.0,1094413.0
63657,2457947.16683,2359,2017,7,12,16.0,0.0,14.0,1094414.0
63658,2457947.16684,2357,2017,7,12,16.0,0.0,15.0,1094415.0
63659,2457947.16685,2359,2017,7,12,16.0,0.0,16.0,1094416.0
63660,2457947.16686,2358,2017,7,12,16.0,0.0,17.0,1094417.0
63661,2457947.16688,2354,2017,7,12,16.0,0.0,18.0,1094418.0
63662,2457947.16689,2356,2017,7,12,16.0,0.0,19.0,1094419.0
63663,2457947.1669,2360,2017,7,12,16.0,0.0,20.0,1094420.0
63664,2457947.16691,2359,2017,7,12,16.0,0.0,21.0,1094421.0
63665,2457947.16692,2358,2017,7,12,16.0,0.0,22.0,1094422.0
63666,2457947.16693,2360,2017,7,12,16.0,0.0,23.0,1094423.0
63667,2457947.16694,2362,2017,7,12,16.0,0.0,24.0,1094424.0
63668,2457947.16696,2361,2017,7,12,16.0,0.0,25.0,1094425.0
63669,2457947.16697,2357,2017,7,12,16.0,0.0,26.0,1094426.0
63670,2457947.16698,2357,2017,7,12,16.0,0.0,27.0,1094427.0
63671,2457947.16699,2358,2017,7,12,16.0,0.0,28.0,1094428.0
63672,2457947.167,2356,2017,7,12,16.0,0.0,29.0,1094429.0
63673,2457947.16701,2355,2017,7,12,16.0,0.0,30.0,1094430.0
63674,2457947.16703,2358,2017,7,12,16.0,0.0,31.0,1094431.0
63675,2457947.16704,2362,2017,7,12,16.0,0.0,32.0,1094432.0
63676,2457947.16705,2358,2017,7,12,16.0,0.0,33.0,1094433.0
63677,2457947.16706,2357,2017,7,12,16.0,0.0,34.0,1094434.0
63678,2457947.16707,2359,2017,7,12,16.0,0.0,35.0,1094435.0
63679,2457947.16708,2360,2017,7,12,16.0,0.0,36.0,1094436.0
63680,2457947.16709,2357,2017,7,12,16.0,0.0,37.0,1094437.0
63681,2457947.16711,2356,2017,7,12,16.0,0.0,38.0,1094438.0
63682,2457947.16712,2356,2017,7,12,16.0,0.0,39.0,1094439.0
63683,2457947.16713,2357,2017,7,12,16.0,0.0,40.0,1094440.0
63684,2457947.16714,2356,2017,7,12,16.0,0.0,41.0,1094441.0
63685,2457947.16715,2355,2017,7,12,16.0,0.0,42.0,1094442.0
63686,2457947.16716,2360,2017,7,12,16.0,0.0,43.0,1094443.0
63687,2457947.16718,2361,2017,7,12,16.0,0.0,44.0,1094444.0
63688,2457947.16719,2359,2017,7,12,16.0,0.0,45.0,1094445.0
63689,2457947.1672,2358,2017,7,12,16.0,0.0,46.0,1094446.0
63690,2457947.16721,2360,2017,7,12,16.0,0.0,47.0,1094447.0
63691,2457947.16722,2359,2017,7,12,16.0,0.0,48.0,1094448.0
63692,2457947.16723,2355,2017,7,12,16.0,0.0,49.0,1094449.0
63693,2457947.16725,2356,2017,7,12,16.0,0.0,50.0,1094450.0
63694,2457947.16726,2358,2017,7,12,16.0,0.0,51.0,1094451.0
63695,2457947.16727,2356,2017,7,12,16.0,0.0,52.0,1094452.0
63696,2457947.16728,2354,2017,7,12,16.0,0.0,53.0,1094453.0
63697,2457947.16729,2359,2017,7,12,16.0,0.0,54.0,1094454.0
