,Julian_Date,0.00,Year,Month,Day,Hour,Minute,Second,Seconds_Elapsed
44084,2457947.19283,13.2,2017,7,12,16,37,40.4004,1096660.4004
44085,2457947.19286,13.67,2017,7,12,16,37,42.7188,1096662.7188
44086,2457947.19288,12.95,2017,7,12,16,37,45.0156,1096665.0156
44087,2457947.19291,13.76,2017,7,12,16,37,47.352,1096667.352
44088,2457947.19294,13.03,2017,7,12,16,37,49.6524,1096669.6524
44089,2457947.19296,12.81,2017,7,12,16,37,51.9312,1096671.9312
44092,2457947.19303,14.15,2017,7,12,16,37,57.8892,1096677.8892
44093,2457947.19306,13.69,2017,7,12,16,38,0.207599999999,1096680.2076
44104,2457947.19325,14.78,2017,7,12,16,38,16.7856,1096696.7856
44105,2457947.19328,14.79,2017,7,12,16,38,19.0824,1096699.0824
44106,2457947.1933,14.13,2017,7,12,16,38,21.3972,1096701.3972
44107,2457947.19333,13.68,2017,7,12,16,38,23.6868,1096703.6868
44108,2457947.19336,14.2,2017,7,12,16,38,25.998,1096705.998
44119,2457947.19355,12.54,2017,7,12,16,38,42.5616,1096722.5616
44120,2457947.19357,14.14,2017,7,12,16,38,44.8548,1096724.8548
44121,2457947.1936,14.48,2017,7,12,16,38,47.1552,1096727.1552
44122,2457947.19363,13.69,2017,7,12,16,38,49.4772,1096729.4772
44123,2457947.19365,13.89,2017,7,12,16,38,51.7776,1096731.7776
44124,2457947.19368,14.21,2017,7,12,16,38,54.0996,1096734.0996
44125,2457947.19371,13.72,2017,7,12,16,38,56.418,1096736.418
44126,2457947.19374,13.86,2017,7,12,16,38,58.7364,1096738.7364
44127,2457947.19376,14.68,2017,7,12,16,39,1.0332,1096741.0332
44128,2457947.19379,14.09,2017,7,12,16,39,3.3624,1096743.3624
44131,2457947.19386,13.85,2017,7,12,16,39,9.29520000001,1096749.2952
44132,2457947.19388,14.07,2017,7,12,16,39,11.6064,1096751.6064
44143,2457947.19408,14.84,2017,7,12,16,39,28.1628,1096768.1628
44144,2457947.1941,14.65,2017,7,12,16,39,30.4596,1096770.4596
44145,2457947.19413,14.46,2017,7,12,16,39,32.7924,1096772.7924
44146,2457947.19416,15.23,2017,7,12,16,39,35.0928,1096775.0928
44147,2457947.19418,14.56,2017,7,12,16,39,37.4328,1096777.4328
44148,2457947.19421,14.62,2017,7,12,16,39,39.7296,1096779.7296
44159,2457947.1944,15.56,2017,7,12,16,39,56.3184,1096796.3184
44160,2457947.19443,15.72,2017,7,12,16,39,58.6188,1096798.6188
44161,2457947.19446,15.17,2017,7,12,16,40,0.944399999999,1096800.9444
44162,2457947.19448,15.29,2017,7,12,16,40,3.2484,1096803.2484
44163,2457947.19451,15.47,2017,7,12,16,40,5.5848,1096805.5848
44164,2457947.19454,15.19,2017,7,12,16,40,7.88159999999,1096807.8816
44165,2457947.19456,15.53,2017,7,12,16,40,10.2072,1096810.2072
44166,2457947.19459,15.13,2017,7,12,16,40,12.5076,1096812.5076
44167,2457947.19462,15.27,2017,7,12,16,40,14.826,1096814.826
44178,2457947.19481,14.99,2017,7,12,16,40,31.5876,1096831.5876
44179,2457947.19484,15.0,2017,7,12,16,40,33.9024,1096833.9024
44180,2457947.19486,14.6,2017,7,12,16,40,36.2244,1096836.2244
44181,2457947.19489,14.88,2017,7,12,16,40,38.5356,1096838.5356
44182,2457947.19492,15.15,2017,7,12,16,40,40.8288,1096840.8288
44183,2457947.19494,14.78,2017,7,12,16,40,43.1508,1096843.1508
44184,2457947.19497,15.11,2017,7,12,16,40,45.444,1096845.444
44185,2457947.195,14.64,2017,7,12,16,40,47.7552,1096847.7552
44186,2457947.19502,14.59,2017,7,12,16,40,50.0484,1096850.0484
44197,2457947.19522,14.41,2017,7,12,16,41,6.65879999999,1096866.6588
44198,2457947.19524,13.99,2017,7,12,16,41,8.9484,1096868.9484
44199,2457947.19527,15.25,2017,7,12,16,41,11.2596,1096871.2596
44200,2457947.1953,14.44,2017,7,12,16,41,13.596,1096873.596
44211,2457947.19549,14.39,2017,7,12,16,41,30.1488,1096890.1488
44212,2457947.19551,14.73,2017,7,12,16,41,32.4744,1096892.4744
44213,2457947.19554,14.01,2017,7,12,16,41,34.7748,1096894.7748
44214,2457947.19557,14.1,2017,7,12,16,41,37.104,1096897.104
44215,2457947.19559,13.83,2017,7,12,16,41,39.4008,1096899.4008
44216,2457947.19562,14.97,2017,7,12,16,41,41.6832,1096901.6832
44217,2457947.19565,14.34,2017,7,12,16,41,43.9872,1096903.9872
44218,2457947.19567,9.82,2017,7,12,16,41,46.3092,1096906.3092
44219,2457947.1957,13.83,2017,7,12,16,41,48.57,1096908.57
44220,2457947.19573,13.27,2017,7,12,16,41,50.838,1096910.838
44223,2457947.1958,15.05,2017,7,12,16,41,56.76,1096916.76
44224,2457947.19582,14.26,2017,7,12,16,41,59.0784,1096919.0784
44225,2457947.19585,14.66,2017,7,12,16,42,1.3824,1096921.3824
44236,2457947.19604,15.29,2017,7,12,16,42,17.9928,1096937.9928
44237,2457947.19607,14.48,2017,7,12,16,42,20.2896,1096940.2896
44238,2457947.1961,13.55,2017,7,12,16,42,22.6116,1096942.6116
44249,2457947.19629,15.25,2017,7,12,16,42,39.1284,1096959.1284
44250,2457947.19631,14.64,2017,7,12,16,42,41.4216,1096961.4216
44251,2457947.19634,13.54,2017,7,12,16,42,43.7436,1096963.7436
44252,2457947.19637,13.93,2017,7,12,16,42,46.0512,1096966.0512
44253,2457947.19639,15.48,2017,7,12,16,42,48.3804,1096968.3804
44254,2457947.19642,14.52,2017,7,12,16,42,50.6772,1096970.6772
44255,2457947.19645,13.88,2017,7,12,16,42,52.992,1096972.992
44257,2457947.1965,13.0,2017,7,12,16,42,57.5352,1096977.5352
44258,2457947.19653,14.74,2017,7,12,16,42,59.7816,1096979.7816
44261,2457947.19659,14.94,2017,7,12,16,43,5.80440000001,1096985.8044
44262,2457947.19662,15.25,2017,7,12,16,43,8.1336,1096988.1336
44263,2457947.19665,15.22,2017,7,12,16,43,10.4304,1096990.4304
44264,2457947.19668,14.84,2017,7,12,16,43,12.7596,1096992.7596
44265,2457947.1967,15.11,2017,7,12,16,43,15.1536,1096995.1536
44266,2457947.19673,14.57,2017,7,12,16,43,17.5368,1096997.5368
44277,2457947.19692,14.92,2017,7,12,16,43,34.158,1097014.158
44288,2457947.19712,15.27,2017,7,12,16,43,50.7684,1097030.7684
44289,2457947.19714,15.27,2017,7,12,16,43,53.0616,1097033.0616
44290,2457947.19717,15.12,2017,7,12,16,43,55.3908,1097035.3908
44291,2457947.1972,14.58,2017,7,12,16,43,57.6948,1097037.6948
44292,2457947.19722,14.84,2017,7,12,16,44,0.0204000000031,1097040.0204
44293,2457947.19725,14.75,2017,7,12,16,44,2.3208,1097042.3208
44294,2457947.19728,15.04,2017,7,12,16,44,4.65360000001,1097044.6536
44295,2457947.1973,14.64,2017,7,12,16,44,6.9504,1097046.9504
44296,2457947.19733,15.24,2017,7,12,16,44,9.27959999999,1097049.2796
44297,2457947.19736,14.7,2017,7,12,16,44,11.5872,1097051.5872
44300,2457947.19743,15.68,2017,7,12,16,44,17.5524,1097057.5524
44301,2457947.19745,14.55,2017,7,12,16,44,19.8528,1097059.8528
44302,2457947.19748,14.53,2017,7,12,16,44,22.1748,1097062.1748
44303,2457947.19751,14.32,2017,7,12,16,44,24.4716,1097064.4716
44314,2457947.1977,14.48,2017,7,12,16,44,41.0748,1097081.0748
44315,2457947.19772,15.06,2017,7,12,16,44,43.368,1097083.368
44316,2457947.19775,15.39,2017,7,12,16,44,45.6792,1097085.6792
44317,2457947.19778,15.46,2017,7,12,16,44,47.9724,1097087.9724
44318,2457947.1978,14.84,2017,7,12,16,44,50.2836,1097090.2836
44319,2457947.19783,14.67,2017,7,12,16,44,52.5768,1097092.5768
44330,2457947.19802,15.37,2017,7,12,16,45,9.162,1097109.162
44331,2457947.19805,15.05,2017,7,12,16,45,11.4948,1097111.4948
44332,2457947.19808,14.92,2017,7,12,16,45,13.8132,1097113.8132
44333,2457947.1981,14.7,2017,7,12,16,45,16.1424,1097116.1424
44334,2457947.19813,15.09,2017,7,12,16,45,18.4392,1097118.4392
44335,2457947.19816,13.97,2017,7,12,16,45,20.772,1097120.772
44336,2457947.19818,15.17,2017,7,12,16,45,23.0688,1097123.0688
44347,2457947.19838,15.17,2017,7,12,16,45,40.0176,1097140.0176
44348,2457947.19841,14.72,2017,7,12,16,45,42.3432,1097142.3432
44349,2457947.19843,15.9,2017,7,12,16,45,44.64,1097144.64
44350,2457947.19846,15.21,2017,7,12,16,45,46.9908,1097146.9908
44351,2457947.19849,14.67,2017,7,12,16,45,49.2984,1097149.2984
44352,2457947.19851,15.25,2017,7,12,16,45,51.588,1097151.588
44353,2457947.19854,14.97,2017,7,12,16,45,53.8992,1097153.8992
44354,2457947.19857,14.72,2017,7,12,16,45,56.1852,1097156.1852
44355,2457947.19859,12.37,2017,7,12,16,45,58.4964,1097158.4964
44367,2457947.19881,14.53,2017,7,12,16,46,17.3352,1097177.3352
44368,2457947.19884,13.69,2017,7,12,16,46,19.6104,1097179.6104
44369,2457947.19886,14.6,2017,7,12,16,46,21.9216,1097181.9216
44380,2457947.19906,15.23,2017,7,12,16,46,38.5176,1097198.5176
44381,2457947.19908,15.6,2017,7,12,16,46,40.8144,1097200.8144
44382,2457947.19911,11.03,2017,7,12,16,46,43.1004,1097203.1004
44384,2457947.19916,14.73,2017,7,12,16,46,47.658,1097207.658
44385,2457947.19919,12.17,2017,7,12,16,46,49.98,1097209.98
44386,2457947.19922,13.25,2017,7,12,16,46,52.23,1097212.23
44388,2457947.19927,14.53,2017,7,12,16,46,56.7948,1097216.7948
44389,2457947.1993,15.18,2017,7,12,16,46,59.124,1097219.124
44392,2457947.19936,14.79,2017,7,12,16,47,5.0712,1097225.0712
44393,2457947.19939,14.8,2017,7,12,16,47,7.3968,1097227.3968
44404,2457947.19958,15.16,2017,7,12,16,47,24.1224,1097244.1224
44405,2457947.19961,15.05,2017,7,12,16,47,26.4444,1097246.4444
44406,2457947.19964,11.01,2017,7,12,16,47,28.7412,1097248.7412
44417,2457947.19983,15.28,2017,7,12,16,47,45.2904,1097265.2904
44418,2457947.19986,12.78,2017,7,12,16,47,47.5836,1097267.5836
44419,2457947.19988,14.7,2017,7,12,16,47,49.8552,1097269.8552
44420,2457947.19991,14.64,2017,7,12,16,47,52.1628,1097272.1628
44421,2457947.19994,14.36,2017,7,12,16,47,54.4416,1097274.4416
44422,2457947.19996,14.89,2017,7,12,16,47,56.7564,1097276.7564
44423,2457947.19999,15.41,2017,7,12,16,47,59.0532,1097279.0532
44424,2457947.20002,14.26,2017,7,12,16,48,1.37159999999,1097281.3716
44425,2457947.20004,14.41,2017,7,12,16,48,3.6684,1097283.6684
44426,2457947.20007,12.17,2017,7,12,16,48,5.9688,1097285.9688
44429,2457947.20014,10.91,2017,7,12,16,48,11.8836,1097291.8836
44440,2457947.20033,14.52,2017,7,12,16,48,28.4616,1097308.4616
44441,2457947.20036,14.06,2017,7,12,16,48,30.7476,1097310.7476
44442,2457947.20038,13.43,2017,7,12,16,48,33.0732,1097313.0732
44443,2457947.20041,14.3,2017,7,12,16,48,35.3664,1097315.3664
44444,2457947.20044,14.64,2017,7,12,16,48,37.6668,1097317.6668
44455,2457947.20063,14.91,2017,7,12,16,48,54.45,1097334.45
44456,2457947.20066,14.11,2017,7,12,16,48,56.7396,1097336.7396
44457,2457947.20068,14.0,2017,7,12,16,48,59.0328,1097339.0328
44458,2457947.20071,13.63,2017,7,12,16,49,1.3476,1097341.3476
44459,2457947.20074,13.63,2017,7,12,16,49,3.6264,1097343.6264
44461,2457947.20079,15.54,2017,7,12,16,49,8.18399999999,1097348.184
44462,2457947.20082,14.19,2017,7,12,16,49,10.4772,1097350.4772
44463,2457947.20084,14.15,2017,7,12,16,49,12.7776,1097352.7776
44474,2457947.20103,14.37,2017,7,12,16,49,29.3304,1097369.3304
44485,2457947.20123,14.75,2017,7,12,16,49,45.8868,1097385.8868
44486,2457947.20125,14.8,2017,7,12,16,49,48.1872,1097388.1872
44487,2457947.20128,14.29,2017,7,12,16,49,50.52,1097390.52
44488,2457947.20131,15.23,2017,7,12,16,49,52.8168,1097392.8168
44489,2457947.20133,13.83,2017,7,12,16,49,55.128,1097395.128
44490,2457947.20136,14.69,2017,7,12,16,49,57.4356,1097397.4356
44491,2457947.20139,14.99,2017,7,12,16,49,59.7504,1097399.7504
44492,2457947.20141,14.21,2017,7,12,16,50,2.04719999999,1097402.0472
44493,2457947.20144,14.78,2017,7,12,16,50,4.36200000001,1097404.362
44494,2457947.20147,14.38,2017,7,12,16,50,6.65879999999,1097406.6588
44497,2457947.20154,14.38,2017,7,12,16,50,12.7716,1097412.7716
44498,2457947.20156,14.6,2017,7,12,16,50,15.0612,1097415.0612
44499,2457947.20159,14.79,2017,7,12,16,50,17.3472,1097417.3472
44510,2457947.20178,14.67,2017,7,12,16,50,34.0872,1097434.0872
44521,2457947.20198,14.5,2017,7,12,16,50,50.658,1097450.658
44522,2457947.202,14.86,2017,7,12,16,50,52.9728,1097452.9728
44523,2457947.20203,12.11,2017,7,12,16,50,55.2624,1097455.2624
44524,2457947.20205,13.38,2017,7,12,16,50,57.5484,1097457.5484
44525,2457947.20208,15.13,2017,7,12,16,50,59.8272,1097459.8272
44526,2457947.20211,14.92,2017,7,12,16,51,2.14200000001,1097462.142
44527,2457947.20213,13.4,2017,7,12,16,51,4.43159999999,1097464.4316
44528,2457947.20216,14.7,2017,7,12,16,51,6.7464,1097466.7464
44529,2457947.20219,15.38,2017,7,12,16,51,9.04680000001,1097469.0468
44530,2457947.20221,13.63,2017,7,12,16,51,11.3688,1097471.3688
44541,2457947.20241,14.61,2017,7,12,16,51,27.9396,1097487.9396
44552,2457947.2026,14.58,2017,7,12,16,51,44.4852,1097504.4852
44553,2457947.20262,14.0,2017,7,12,16,51,46.782,1097506.782
44554,2457947.20265,12.96,2017,7,12,16,51,49.0788,1097509.0788
44556,2457947.2027,15.06,2017,7,12,16,51,53.64,1097513.64
44557,2457947.20273,14.34,2017,7,12,16,51,55.944,1097515.944
44558,2457947.20276,15.56,2017,7,12,16,51,58.2408,1097518.2408
44559,2457947.20278,14.81,2017,7,12,16,52,0.555599999993,1097520.5556
44560,2457947.20281,12.06,2017,7,12,16,52,2.8524,1097522.8524
44561,2457947.20284,14.12,2017,7,12,16,52,5.1276,1097525.1276
44564,2457947.20291,14.83,2017,7,12,16,52,11.2908,1097531.2908
44565,2457947.20293,14.07,2017,7,12,16,52,13.584,1097533.584
44576,2457947.20313,13.93,2017,7,12,16,52,30.198,1097550.198
44577,2457947.20315,15.27,2017,7,12,16,52,32.4912,1097552.4912
44589,2457947.20337,14.19,2017,7,12,16,52,51.3228,1097571.3228
44590,2457947.2034,15.06,2017,7,12,16,52,53.6016,1097573.6016
44591,2457947.20343,15.48,2017,7,12,16,52,55.9308,1097575.9308
44593,2457947.20348,14.78,2017,7,12,16,53,0.531599999999,1097580.5316
44594,2457947.2035,13.79,2017,7,12,16,53,2.78879999999,1097582.7888
44597,2457947.20358,13.47,2017,7,12,16,53,9.582,1097589.582
44608,2457947.20377,16.22,2017,7,12,16,53,26.1096,1097606.1096
44609,2457947.2038,12.35,2017,7,12,16,53,28.4208,1097608.4208
44620,2457947.20399,13.13,2017,7,12,16,53,44.9628,1097624.9628
44621,2457947.20402,14.78,2017,7,12,16,53,47.238,1097627.238
44623,2457947.20407,14.6,2017,7,12,16,53,51.7956,1097631.7956
44627,2457947.20418,14.59,2017,7,12,16,54,0.878400000003,1097640.8784
44628,2457947.2042,13.44,2017,7,12,16,54,3.1932,1097643.1932
44629,2457947.20423,15.27,2017,7,12,16,54,5.48639999999,1097645.4864
44633,2457947.20433,14.13,2017,7,12,16,54,13.7196,1097653.7196
44644,2457947.20452,14.19,2017,7,12,16,54,30.4884,1097670.4884
44645,2457947.20455,13.5,2017,7,12,16,54,32.7708,1097672.7708
44656,2457947.20474,15.07,2017,7,12,16,54,49.2984,1097689.2984
44657,2457947.20476,14.49,2017,7,12,16,54,51.5916,1097691.5916
44658,2457947.20479,14.13,2017,7,12,16,54,53.8776,1097693.8776
44659,2457947.20482,15.66,2017,7,12,16,54,56.178,1097696.178
44660,2457947.20484,13.15,2017,7,12,16,54,58.4784,1097698.4784
44661,2457947.20487,13.67,2017,7,12,16,55,0.764400000006,1097700.7644
44662,2457947.2049,11.16,2017,7,12,16,55,3.0576,1097703.0576
44663,2457947.20492,13.34,2017,7,12,16,55,5.304,1097705.304
44664,2457947.20495,11.46,2017,7,12,16,55,7.57200000001,1097707.572
44665,2457947.20498,10.53,2017,7,12,16,55,9.8616,1097709.8616
44668,2457947.20504,15.11,2017,7,12,16,55,15.762,1097715.762
44669,2457947.20507,12.85,2017,7,12,16,55,18.0876,1097718.0876
44670,2457947.2051,11.74,2017,7,12,16,55,20.3592,1097720.3592
44681,2457947.20529,10.01,2017,7,12,16,55,36.8724,1097736.8724
44693,2457947.20551,14.41,2017,7,12,16,55,55.6788,1097755.6788
44694,2457947.20553,10.63,2017,7,12,16,55,58.0008,1097758.0008
44700,2457947.20569,14.14,2017,7,12,16,56,11.6052,1097771.6052
44701,2457947.20572,14.54,2017,7,12,16,56,13.9236,1097773.9236
44704,2457947.20579,14.28,2017,7,12,16,56,19.86,1097779.86
44705,2457947.20581,12.82,2017,7,12,16,56,22.1856,1097782.1856
44707,2457947.20587,11.19,2017,7,12,16,56,26.7684,1097786.7684
44708,2457947.20589,13.79,2017,7,12,16,56,29.0184,1097789.0184
44719,2457947.20608,14.81,2017,7,12,16,56,45.6072,1097805.6072
44720,2457947.20611,14.37,2017,7,12,16,56,47.904,1097807.904
44731,2457947.2063,12.28,2017,7,12,16,57,4.5324,1097824.5324
44732,2457947.20633,13.72,2017,7,12,16,57,6.82559999999,1097826.8256
44733,2457947.20636,13.81,2017,7,12,16,57,9.126,1097829.126
44734,2457947.20638,14.31,2017,7,12,16,57,11.448,1097831.448
44735,2457947.20641,13.79,2017,7,12,16,57,13.7484,1097833.7484
44736,2457947.20644,13.81,2017,7,12,16,57,16.128,1097836.128
44738,2457947.20649,13.07,2017,7,12,16,57,20.808,1097840.808
44739,2457947.20652,10.18,2017,7,12,16,57,23.0868,1097843.0868
44740,2457947.20654,14.13,2017,7,12,16,57,25.362,1097845.362
44743,2457947.20661,13.78,2017,7,12,16,57,31.32,1097851.32
44744,2457947.20664,14.34,2017,7,12,16,57,33.6384,1097853.6384
44745,2457947.20667,14.19,2017,7,12,16,57,36.1548,1097856.1548
44756,2457947.20686,14.12,2017,7,12,16,57,52.7724,1097872.7724
44757,2457947.20689,14.33,2017,7,12,16,57,55.0944,1097875.0944
44758,2457947.20691,14.51,2017,7,12,16,57,57.3912,1097877.3912
44759,2457947.20694,15.35,2017,7,12,16,57,59.7168,1097879.7168
44770,2457947.20713,14.69,2017,7,12,16,58,16.2876,1097896.2876
44771,2457947.20716,14.49,2017,7,12,16,58,18.6132,1097898.6132
44772,2457947.20719,13.86,2017,7,12,16,58,20.9172,1097900.9172
44773,2457947.20721,14.38,2017,7,12,16,58,23.2356,1097903.2356
44774,2457947.20724,14.29,2017,7,12,16,58,25.5576,1097905.5576
44775,2457947.20727,13.64,2017,7,12,16,58,27.876,1097907.876
44776,2457947.20729,14.12,2017,7,12,16,58,30.1728,1097910.1728
44777,2457947.20732,15.76,2017,7,12,16,58,32.4516,1097912.4516
44778,2457947.20735,15.22,2017,7,12,16,58,34.77,1097914.77
44779,2457947.20737,15.52,2017,7,12,16,58,37.0668,1097917.0668
44782,2457947.20744,16.4,2017,7,12,16,58,43.0392,1097923.0392
44783,2457947.20747,16.1,2017,7,12,16,58,45.3684,1097925.3684
44794,2457947.20766,16.2,2017,7,12,16,59,1.932,1097941.932
44795,2457947.20769,15.69,2017,7,12,16,59,4.25399999999,1097944.254
44796,2457947.20771,15.39,2017,7,12,16,59,6.55440000001,1097946.5544
44797,2457947.20774,15.42,2017,7,12,16,59,8.8764,1097948.8764
44798,2457947.20777,15.84,2017,7,12,16,59,11.1804,1097951.1804
44799,2457947.2078,15.88,2017,7,12,16,59,13.4988,1097953.4988
44800,2457947.20782,15.68,2017,7,12,16,59,15.8208,1097955.8208
44811,2457947.20801,17.02,2017,7,12,16,59,32.3916,1097972.3916
44812,2457947.20804,16.45,2017,7,12,16,59,34.6848,1097974.6848
44813,2457947.20807,15.96,2017,7,12,16,59,37.0032,1097977.0032
44814,2457947.20809,16.18,2017,7,12,16,59,39.3036,1097979.3036
44815,2457947.20812,15.0,2017,7,12,16,59,41.622,1097981.622
44816,2457947.20815,15.33,2017,7,12,16,59,43.9152,1097983.9152
44817,2457947.20817,15.11,2017,7,12,16,59,46.23,1097986.23
44818,2457947.2082,15.06,2017,7,12,16,59,48.5232,1097988.5232
44819,2457947.20823,15.29,2017,7,12,16,59,50.8344,1097990.8344
44830,2457947.20842,15.34,2017,7,12,17,0,7.6392,1098007.6392
44831,2457947.20845,15.33,2017,7,12,17,0,9.93600000001,1098009.936
44832,2457947.20848,15.42,2017,7,12,17,0,12.2652,1098012.2652
44833,2457947.2085,15.5,2017,7,12,17,0,14.562,1098014.562
44834,2457947.20853,15.26,2017,7,12,17,0,16.8912,1098016.8912
44835,2457947.20856,15.46,2017,7,12,17,0,19.1916,1098019.1916
44846,2457947.20875,15.19,2017,7,12,17,0,35.8092,1098035.8092
44847,2457947.20877,14.96,2017,7,12,17,0,38.106,1098038.106
44848,2457947.2088,15.05,2017,7,12,17,0,40.4244,1098040.4244
44849,2457947.20883,15.55,2017,7,12,17,0,42.7248,1098042.7248
44850,2457947.20885,15.42,2017,7,12,17,0,45.0468,1098045.0468
44851,2457947.20888,15.14,2017,7,12,17,0,47.34,1098047.34
44852,2457947.20891,15.43,2017,7,12,17,0,49.6584,1098049.6584
44853,2457947.20894,16.02,2017,7,12,17,0,51.9876,1098051.9876
44854,2457947.20896,15.86,2017,7,12,17,0,54.324,1098054.324
44855,2457947.20899,15.51,2017,7,12,17,0,56.6172,1098056.6172
44866,2457947.20918,15.44,2017,7,12,17,1,13.1988,1098073.1988
44867,2457947.20921,15.95,2017,7,12,17,1,15.492,1098075.492
44868,2457947.20923,16.1,2017,7,12,17,1,17.8032,1098077.8032
44869,2457947.20926,15.19,2017,7,12,17,1,20.0964,1098080.0964
44870,2457947.20929,15.57,2017,7,12,17,1,22.4256,1098082.4256
44871,2457947.20931,15.78,2017,7,12,17,1,24.7584,1098084.7584
44872,2457947.20934,14.68,2017,7,12,17,1,27.0552,1098087.0552
44883,2457947.20954,13.89,2017,7,12,17,1,43.8708,1098103.8708
44884,2457947.20956,14.71,2017,7,12,17,1,46.1676,1098106.1676
44885,2457947.20959,13.28,2017,7,12,17,1,48.5004,1098108.5004
44886,2457947.20962,13.64,2017,7,12,17,1,50.8008,1098110.8008
44887,2457947.20964,14.1,2017,7,12,17,1,53.13,1098113.13
44888,2457947.20967,14.62,2017,7,12,17,1,55.4304,1098115.4304
44889,2457947.2097,14.97,2017,7,12,17,1,57.756,1098117.756
44890,2457947.20972,14.25,2017,7,12,17,2,0.0528000000006,1098120.0528
44901,2457947.20992,16.44,2017,7,12,17,2,16.6632,1098136.6632
44902,2457947.20994,15.92,2017,7,12,17,2,18.9708,1098138.9708
44903,2457947.20997,15.59,2017,7,12,17,2,21.39,1098141.39
44904,2457947.21,14.65,2017,7,12,17,2,23.7768,1098143.7768
44905,2457947.21002,15.69,2017,7,12,17,2,26.0952,1098146.0952
44906,2457947.21005,16.11,2017,7,12,17,2,28.4136,1098148.4136
44907,2457947.21008,15.73,2017,7,12,17,2,30.75,1098150.75
44908,2457947.2101,15.29,2017,7,12,17,2,33.0504,1098153.0504
44909,2457947.21013,16.23,2017,7,12,17,2,35.3616,1098155.3616
44920,2457947.21032,15.06,2017,7,12,17,2,51.9144,1098171.9144
44921,2457947.21035,15.17,2017,7,12,17,2,54.2292,1098174.2292
44922,2457947.21038,14.55,2017,7,12,17,2,56.5584,1098176.5584
44923,2457947.2104,15.04,2017,7,12,17,2,58.8552,1098178.8552
44924,2457947.21043,13.47,2017,7,12,17,3,1.206,1098181.206
44935,2457947.21062,13.69,2017,7,12,17,3,17.7984,1098197.7984
44936,2457947.21065,13.9,2017,7,12,17,3,20.124,1098200.124
44937,2457947.21068,14.58,2017,7,12,17,3,22.4244,1098202.4244
44938,2457947.2107,14.31,2017,7,12,17,3,24.7536,1098204.7536
44939,2457947.21073,13.42,2017,7,12,17,3,27.054,1098207.054
44940,2457947.21076,14.82,2017,7,12,17,3,29.3796,1098209.3796
44941,2457947.21078,13.94,2017,7,12,17,3,31.68,1098211.68
44942,2457947.21081,13.65,2017,7,12,17,3,34.002,1098214.002
44943,2457947.21084,13.04,2017,7,12,17,3,36.2988,1098216.2988
44944,2457947.21086,13.51,2017,7,12,17,3,38.6316,1098218.6316
44947,2457947.21093,13.63,2017,7,12,17,3,44.5644,1098224.5644
44948,2457947.21096,13.86,2017,7,12,17,3,46.8792,1098226.8792
44949,2457947.21099,14.33,2017,7,12,17,3,49.1724,1098229.1724
44960,2457947.21118,15.27,2017,7,12,17,4,5.754,1098245.754
44961,2457947.2112,14.43,2017,7,12,17,4,8.094,1098248.094
44962,2457947.21123,13.42,2017,7,12,17,4,10.3944,1098250.3944
44963,2457947.21126,13.39,2017,7,12,17,4,12.7272,1098252.7272
44974,2457947.21145,14.29,2017,7,12,17,4,29.3052,1098269.3052
44975,2457947.21148,15.97,2017,7,12,17,4,31.6272,1098271.6272
44976,2457947.2115,14.67,2017,7,12,17,4,33.942,1098273.942
44977,2457947.21153,14.78,2017,7,12,17,4,36.2604,1098276.2604
44978,2457947.21156,14.49,2017,7,12,17,4,38.5608,1098278.5608
44979,2457947.21158,16.27,2017,7,12,17,4,40.8864,1098280.8864
44980,2457947.21161,14.71,2017,7,12,17,4,43.194,1098283.194
44981,2457947.21164,14.7,2017,7,12,17,4,45.516,1098285.516
44982,2457947.21166,13.97,2017,7,12,17,4,47.8128,1098287.8128
44983,2457947.21169,14.6,2017,7,12,17,4,50.1384,1098290.1384
44986,2457947.21176,14.46,2017,7,12,17,4,56.136,1098296.136
44987,2457947.21179,14.6,2017,7,12,17,4,58.4508,1098298.4508
44988,2457947.21181,14.75,2017,7,12,17,5,0.747600000001,1098300.7476
44999,2457947.21201,13.89,2017,7,12,17,5,17.5272,1098317.5272
45000,2457947.21204,13.53,2017,7,12,17,5,19.86,1098319.86
45001,2457947.21206,13.28,2017,7,12,17,5,22.1568,1098322.1568
45002,2457947.21209,14.1,2017,7,12,17,5,24.4464,1098324.4464
45013,2457947.21228,14.12,2017,7,12,17,5,41.0316,1098341.0316
45014,2457947.21231,13.87,2017,7,12,17,5,43.3212,1098343.3212
45015,2457947.21233,13.77,2017,7,12,17,5,45.6396,1098345.6396
45016,2457947.21236,13.23,2017,7,12,17,5,47.9328,1098347.9328
45017,2457947.21239,12.9,2017,7,12,17,5,50.2476,1098350.2476
45018,2457947.21241,13.95,2017,7,12,17,5,52.5444,1098352.5444
45019,2457947.21244,13.66,2017,7,12,17,5,54.8592,1098354.8592
45020,2457947.21247,14.48,2017,7,12,17,5,57.1524,1098357.1524
45021,2457947.21249,14.07,2017,7,12,17,5,59.4636,1098359.4636
45022,2457947.21252,14.0,2017,7,12,17,6,1.76040000001,1098361.7604
45025,2457947.21259,13.01,2017,7,12,17,6,7.7292,1098367.7292
45026,2457947.21262,14.12,2017,7,12,17,6,10.0224,1098370.0224
45027,2457947.21264,13.59,2017,7,12,17,6,12.3372,1098372.3372
45038,2457947.21284,13.1,2017,7,12,17,6,29.1096,1098389.1096
45039,2457947.21286,13.06,2017,7,12,17,6,31.4172,1098391.4172
