,Julian_Date,0.00,Year,Month,Day,Hour,Minute,Second,Seconds_Elapsed
40494,2457947.11706,16.28,2017,7,12,14,48,33.9516,1090113.9516
40505,2457947.11725,16.31,2017,7,12,14,48,50.7348,1090130.7348
40506,2457947.11728,16.45,2017,7,12,14,48,53.028,1090133.028
40507,2457947.11731,15.6,2017,7,12,14,48,55.3392,1090135.3392
40508,2457947.11733,16.22,2017,7,12,14,48,57.636,1090137.636
40509,2457947.11736,15.64,2017,7,12,14,48,59.9508,1090139.9508
40510,2457947.11739,15.32,2017,7,12,14,49,2.2656,1090142.2656
40511,2457947.11741,15.0,2017,7,12,14,49,4.584,1090144.584
40512,2457947.11744,15.35,2017,7,12,14,49,6.8808,1090146.8808
40513,2457947.11747,15.8,2017,7,12,14,49,9.1956,1090149.1956
40514,2457947.11749,15.04,2017,7,12,14,49,11.4924,1090151.4924
40517,2457947.11756,15.12,2017,7,12,14,49,17.4432,1090157.4432
40518,2457947.11759,15.51,2017,7,12,14,49,19.7508,1090159.7508
40519,2457947.11762,15.53,2017,7,12,14,49,22.0584,1090162.0584
40520,2457947.11764,15.75,2017,7,12,14,49,24.3444,1090164.3444
40521,2457947.11767,15.48,2017,7,12,14,49,26.6556,1090166.6556
40522,2457947.1177,15.02,2017,7,12,14,49,28.9452,1090168.9452
40523,2457947.11772,16.27,2017,7,12,14,49,31.2564,1090171.2564
40524,2457947.11775,15.65,2017,7,12,14,49,33.5964,1090173.5964
40525,2457947.11778,15.19,2017,7,12,14,49,35.9076,1090175.9076
40536,2457947.11797,15.58,2017,7,12,14,49,52.4928,1090192.4928
40547,2457947.11816,15.59,2017,7,12,14,50,9.2652,1090209.2652
40558,2457947.11835,14.77,2017,7,12,14,50,25.8468,1090225.8468
40559,2457947.11838,15.19,2017,7,12,14,50,28.14,1090228.14
40560,2457947.11841,15.87,2017,7,12,14,50,30.4548,1090230.4548
40561,2457947.11843,14.81,2017,7,12,14,50,32.7516,1090232.7516
40562,2457947.11846,14.98,2017,7,12,14,50,35.088,1090235.088
40563,2457947.11849,16.1,2017,7,12,14,50,37.3812,1090237.3812
40564,2457947.11852,15.15,2017,7,12,14,50,39.6996,1090239.6996
40565,2457947.11854,14.98,2017,7,12,14,50,42.0,1090242.0
40566,2457947.11857,15.02,2017,7,12,14,50,44.322,1090244.322
40567,2457947.1186,15.28,2017,7,12,14,50,46.6116,1090246.6116
40570,2457947.11866,15.7,2017,7,12,14,50,52.5732,1090252.5732
40571,2457947.11869,15.64,2017,7,12,14,50,54.8592,1090254.8592
40572,2457947.11872,14.84,2017,7,12,14,50,57.1668,1090257.1668
40573,2457947.11874,15.6,2017,7,12,14,50,59.46,1090259.46
40574,2457947.11877,15.4,2017,7,12,14,51,1.7712,1090261.7712
40575,2457947.1188,16.1,2017,7,12,14,51,4.05719999999,1090264.0572
40586,2457947.11899,15.16,2017,7,12,14,51,20.592,1090280.592
40597,2457947.11918,14.98,2017,7,12,14,51,37.1664,1090297.1664
40598,2457947.11921,15.56,2017,7,12,14,51,39.4596,1090299.4596
40599,2457947.11923,14.74,2017,7,12,14,51,41.7816,1090301.7816
40600,2457947.11926,14.56,2017,7,12,14,51,44.0784,1090304.0784
40601,2457947.11929,15.05,2017,7,12,14,51,46.4112,1090306.4112
40602,2457947.11931,15.18,2017,7,12,14,51,48.708,1090308.708
40603,2457947.11934,15.11,2017,7,12,14,51,51.03,1090311.03
40604,2457947.11937,14.34,2017,7,12,14,51,53.3268,1090313.3268
40605,2457947.11939,15.43,2017,7,12,14,51,55.6488,1090315.6488
40606,2457947.11942,15.51,2017,7,12,14,51,57.942,1090317.942
40609,2457947.11949,14.5,2017,7,12,14,52,3.9036,1090323.9036
40610,2457947.11952,15.85,2017,7,12,14,52,6.1932,1090326.1932
40611,2457947.11954,15.39,2017,7,12,14,52,8.5044,1090328.5044
40622,2457947.11974,16.13,2017,7,12,14,52,25.23,1090345.23
40623,2457947.11976,14.93,2017,7,12,14,52,27.5376,1090347.5376
40634,2457947.11996,15.49,2017,7,12,14,52,44.1228,1090364.1228
40635,2457947.11998,15.16,2017,7,12,14,52,46.4412,1090366.4412
40636,2457947.12001,15.43,2017,7,12,14,52,48.7668,1090368.7668
40637,2457947.12004,15.65,2017,7,12,14,52,51.2436,1090371.2436
40638,2457947.12006,15.44,2017,7,12,14,52,53.5656,1090373.5656
40639,2457947.12009,15.57,2017,7,12,14,52,55.8624,1090375.8624
40640,2457947.12012,15.45,2017,7,12,14,52,58.188,1090378.188
40641,2457947.12014,15.32,2017,7,12,14,53,0.481200000005,1090380.4812
40642,2457947.12017,15.11,2017,7,12,14,53,2.8032,1090382.8032
40643,2457947.1202,15.06,2017,7,12,14,53,5.11799999999,1090385.118
40646,2457947.12027,14.6,2017,7,12,14,53,11.0868,1090391.0868
40647,2457947.12029,14.8,2017,7,12,14,53,13.38,1090393.38
40648,2457947.12032,15.51,2017,7,12,14,53,15.6912,1090395.6912
40649,2457947.12035,15.39,2017,7,12,14,53,17.9808,1090397.9808
40650,2457947.12037,15.05,2017,7,12,14,53,20.2956,1090400.2956
40651,2457947.1204,15.5,2017,7,12,14,53,22.6176,1090402.6176
40652,2457947.12043,15.58,2017,7,12,14,53,24.9288,1090404.9288
40663,2457947.12062,15.42,2017,7,12,14,53,41.4528,1090421.4528
40674,2457947.12081,16.14,2017,7,12,14,53,58.0164,1090438.0164
40675,2457947.12084,15.36,2017,7,12,14,54,0.345599999998,1090440.3456
40676,2457947.12086,15.53,2017,7,12,14,54,2.6388,1090442.6388
40677,2457947.12089,15.8,2017,7,12,14,54,4.9716,1090444.9716
40678,2457947.12092,15.5,2017,7,12,14,54,7.2684,1090447.2684
40679,2457947.12094,15.61,2017,7,12,14,54,9.60479999999,1090449.6048
40680,2457947.12097,15.36,2017,7,12,14,54,11.898,1090451.898
40681,2457947.121,15.06,2017,7,12,14,54,14.2272,1090454.2272
40682,2457947.12102,15.94,2017,7,12,14,54,16.524,1090456.524
40683,2457947.12105,15.61,2017,7,12,14,54,18.8532,1090458.8532
40686,2457947.12112,15.52,2017,7,12,14,54,24.8004,1090464.8004
40687,2457947.12115,15.83,2017,7,12,14,54,27.1224,1090467.1224
40688,2457947.12117,15.42,2017,7,12,14,54,29.4156,1090469.4156
40689,2457947.1212,15.23,2017,7,12,14,54,31.7304,1090471.7304
40690,2457947.12123,15.73,2017,7,12,14,54,34.0272,1090474.0272
40701,2457947.12142,15.41,2017,7,12,14,54,50.7636,1090490.7636
40702,2457947.12145,15.34,2017,7,12,14,54,53.0568,1090493.0568
40713,2457947.12164,14.93,2017,7,12,14,55,9.6132,1090509.6132
40714,2457947.12167,14.83,2017,7,12,14,55,11.9604,1090511.9604
40715,2457947.12169,14.81,2017,7,12,14,55,14.2536,1090514.2536
40716,2457947.12172,14.92,2017,7,12,14,55,16.5792,1090516.5792
40717,2457947.12175,15.66,2017,7,12,14,55,18.8724,1090518.8724
40718,2457947.12177,15.4,2017,7,12,14,55,21.2016,1090521.2016
40719,2457947.1218,15.52,2017,7,12,14,55,23.4948,1090523.4948
40720,2457947.12183,15.01,2017,7,12,14,55,25.824,1090525.824
40721,2457947.12185,15.1,2017,7,12,14,55,28.1244,1090528.1244
40722,2457947.12188,15.15,2017,7,12,14,55,30.4536,1090530.4536
40725,2457947.12195,15.37,2017,7,12,14,55,36.4116,1090536.4116
40726,2457947.12198,15.5,2017,7,12,14,55,38.73,1090538.73
40727,2457947.122,14.55,2017,7,12,14,55,41.0232,1090541.0232
40728,2457947.12203,15.61,2017,7,12,14,55,43.3416,1090543.3416
40729,2457947.12206,15.18,2017,7,12,14,55,45.6384,1090545.6384
40730,2457947.12208,14.77,2017,7,12,14,55,47.9604,1090547.9604
40731,2457947.12211,14.54,2017,7,12,14,55,50.2572,1090550.2572
40732,2457947.12214,14.58,2017,7,12,14,55,52.572,1090552.572
40743,2457947.12233,15.51,2017,7,12,14,56,9.2976,1090569.2976
40754,2457947.12252,15.67,2017,7,12,14,56,25.8792,1090585.8792
40755,2457947.12255,14.99,2017,7,12,14,56,28.2048,1090588.2048
40756,2457947.12258,15.45,2017,7,12,14,56,30.5016,1090590.5016
40757,2457947.1226,15.59,2017,7,12,14,56,32.856,1090592.856
40758,2457947.12263,14.73,2017,7,12,14,56,35.142,1090595.142
40759,2457947.12266,15.07,2017,7,12,14,56,37.4676,1090597.4676
40760,2457947.12268,14.17,2017,7,12,14,56,39.768,1090599.768
40761,2457947.12271,15.17,2017,7,12,14,56,42.0936,1090602.0936
40762,2457947.12274,14.79,2017,7,12,14,56,44.3976,1090604.3976
40763,2457947.12276,15.74,2017,7,12,14,56,46.7232,1090606.7232
40766,2457947.12283,15.27,2017,7,12,14,56,52.656,1090612.656
40767,2457947.12286,14.66,2017,7,12,14,56,54.978,1090614.978
40768,2457947.12289,15.14,2017,7,12,14,56,57.2712,1090617.2712
40769,2457947.12291,15.07,2017,7,12,14,56,59.5896,1090619.5896
40770,2457947.12294,15.01,2017,7,12,14,57,1.8792,1090621.8792
40771,2457947.12297,15.36,2017,7,12,14,57,4.2048,1090624.2048
40782,2457947.12316,14.89,2017,7,12,14,57,20.772,1090640.772
40783,2457947.12318,15.31,2017,7,12,14,57,23.0832,1090643.0832
40784,2457947.12321,14.99,2017,7,12,14,57,25.3764,1090645.3764
40785,2457947.12324,15.25,2017,7,12,14,57,27.684,1090647.684
40796,2457947.12343,14.65,2017,7,12,14,57,44.2332,1090664.2332
40797,2457947.12346,15.1,2017,7,12,14,57,46.53,1090666.53
40798,2457947.12348,14.61,2017,7,12,14,57,48.8592,1090668.8592
40799,2457947.12351,15.04,2017,7,12,14,57,51.156,1090671.156
40800,2457947.12354,15.43,2017,7,12,14,57,53.4852,1090673.4852
40801,2457947.12356,14.91,2017,7,12,14,57,55.8072,1090675.8072
40802,2457947.12359,15.29,2017,7,12,14,57,58.1364,1090678.1364
40803,2457947.12362,14.9,2017,7,12,14,58,0.429599999997,1090680.4296
40804,2457947.12364,14.91,2017,7,12,14,58,2.75879999999,1090682.7588
40805,2457947.12367,15.83,2017,7,12,14,58,5.052,1090685.052
40808,2457947.12374,14.9,2017,7,12,14,58,11.0208,1090691.0208
40809,2457947.12377,15.03,2017,7,12,14,58,13.3248,1090693.3248
40810,2457947.12379,15.11,2017,7,12,14,58,15.6432,1090695.6432
40811,2457947.12382,14.79,2017,7,12,14,58,17.94,1090697.94
40822,2457947.12401,15.75,2017,7,12,14,58,34.4568,1090714.4568
40823,2457947.12404,16.14,2017,7,12,14,58,36.7464,1090716.7464
40834,2457947.12423,15.3,2017,7,12,14,58,53.5116,1090733.5116
40835,2457947.12426,14.65,2017,7,12,14,58,55.8444,1090735.8444
40836,2457947.12428,14.54,2017,7,12,14,58,58.134,1090738.134
40837,2457947.12431,15.28,2017,7,12,14,59,0.459599999994,1090740.4596
40838,2457947.12434,15.5,2017,7,12,14,59,2.7744,1090742.7744
40839,2457947.12436,15.52,2017,7,12,14,59,5.1,1090745.1
40840,2457947.12439,14.78,2017,7,12,14,59,7.3932,1090747.3932
40841,2457947.12442,15.33,2017,7,12,14,59,9.7224,1090749.7224
40842,2457947.12444,15.0,2017,7,12,14,59,12.0192,1090752.0192
40843,2457947.12447,15.18,2017,7,12,14,59,14.3448,1090754.3448
40846,2457947.12454,14.16,2017,7,12,14,59,20.292,1090760.292
40847,2457947.12457,14.64,2017,7,12,14,59,22.6104,1090762.6104
40848,2457947.12459,14.54,2017,7,12,14,59,24.9072,1090764.9072
40849,2457947.12462,15.02,2017,7,12,14,59,27.2256,1090767.2256
40850,2457947.12465,14.39,2017,7,12,14,59,29.5224,1090769.5224
40851,2457947.12467,14.62,2017,7,12,14,59,31.8444,1090771.8444
40852,2457947.1247,15.48,2017,7,12,14,59,34.134,1090774.134
40863,2457947.12489,15.61,2017,7,12,14,59,50.6724,1090790.6724
40874,2457947.12508,15.85,2017,7,12,15,0,7.218,1090807.218
40875,2457947.12511,15.2,2017,7,12,15,0,9.51120000001,1090809.5112
40876,2457947.12514,15.66,2017,7,12,15,0,11.7972,1090811.7972
40877,2457947.12516,14.82,2017,7,12,15,0,14.112,1090814.112
40878,2457947.12519,15.16,2017,7,12,15,0,16.4088,1090816.4088
40879,2457947.12522,15.61,2017,7,12,15,0,18.756,1090818.756
40880,2457947.12524,14.75,2017,7,12,15,0,21.0528,1090821.0528
40881,2457947.12527,16.5,2017,7,12,15,0,23.3784,1090823.3784
40882,2457947.1253,14.99,2017,7,12,15,0,25.686,1090825.686
40883,2457947.12532,15.43,2017,7,12,15,0,28.0116,1090828.0116
40886,2457947.12539,15.09,2017,7,12,15,0,33.9408,1090833.9408
40887,2457947.12542,15.36,2017,7,12,15,0,36.2592,1090836.2592
40888,2457947.12545,14.49,2017,7,12,15,0,38.5632,1090838.5632
40889,2457947.12547,15.04,2017,7,12,15,0,40.8744,1090840.8744
40890,2457947.1255,14.96,2017,7,12,15,0,43.1712,1090843.1712
40891,2457947.12553,14.77,2017,7,12,15,0,45.4896,1090845.4896
40892,2457947.12555,15.18,2017,7,12,15,0,47.7792,1090847.7792
40903,2457947.12574,15.34,2017,7,12,15,1,4.3284,1090864.3284
40914,2457947.12594,14.44,2017,7,12,15,1,20.9172,1090880.9172
40915,2457947.12596,15.66,2017,7,12,15,1,23.2104,1090883.2104
40916,2457947.12599,15.59,2017,7,12,15,1,25.5396,1090885.5396
40917,2457947.12602,14.33,2017,7,12,15,1,27.8328,1090887.8328
40918,2457947.12604,15.19,2017,7,12,15,1,30.162,1090890.162
40919,2457947.12607,15.13,2017,7,12,15,1,32.4588,1090892.4588
40920,2457947.1261,15.16,2017,7,12,15,1,34.7808,1090894.7808
40921,2457947.12612,15.44,2017,7,12,15,1,37.0812,1090897.0812
40922,2457947.12615,14.77,2017,7,12,15,1,39.4032,1090899.4032
40923,2457947.12618,14.92,2017,7,12,15,1,41.6964,1090901.6964
40926,2457947.12625,14.87,2017,7,12,15,1,47.8488,1090907.8488
40927,2457947.12627,15.96,2017,7,12,15,1,50.142,1090910.142
40928,2457947.1263,15.09,2017,7,12,15,1,52.4604,1090912.4604
40929,2457947.12633,15.17,2017,7,12,15,1,54.7536,1090914.7536
40930,2457947.12635,15.21,2017,7,12,15,1,57.0648,1090917.0648
40931,2457947.12638,14.68,2017,7,12,15,1,59.4048,1090919.4048
40942,2457947.12657,15.07,2017,7,12,15,2,15.9468,1090935.9468
40943,2457947.1266,15.75,2017,7,12,15,2,18.24,1090938.24
40944,2457947.12663,15.82,2017,7,12,15,2,20.5476,1090940.5476
40955,2457947.12682,15.8,2017,7,12,15,2,37.0716,1090957.0716
40956,2457947.12684,15.12,2017,7,12,15,2,39.3612,1090959.3612
40957,2457947.12687,15.37,2017,7,12,15,2,41.7156,1090961.7156
40958,2457947.1269,15.6,2017,7,12,15,2,44.0124,1090964.0124
40959,2457947.12693,15.47,2017,7,12,15,2,46.338,1090966.338
40960,2457947.12695,16.21,2017,7,12,15,2,48.6348,1090968.6348
40961,2457947.12698,14.88,2017,7,12,15,2,50.964,1090970.964
40962,2457947.12701,14.25,2017,7,12,15,2,53.2572,1090973.2572
40963,2457947.12703,15.48,2017,7,12,15,2,55.5864,1090975.5864
40964,2457947.12706,16.08,2017,7,12,15,2,57.8832,1090977.8832
40967,2457947.12713,15.62,2017,7,12,15,3,4.0572,1090984.0572
40968,2457947.12716,14.81,2017,7,12,15,3,6.3468,1090986.3468
40969,2457947.12718,15.29,2017,7,12,15,3,8.65799999999,1090988.658
40970,2457947.12721,14.61,2017,7,12,15,3,10.9476,1090990.9476
40981,2457947.1274,15.11,2017,7,12,15,3,27.4824,1091007.4824
40982,2457947.12743,14.72,2017,7,12,15,3,29.7684,1091009.7684
40983,2457947.12746,15.35,2017,7,12,15,3,32.1264,1091012.1264
40984,2457947.12748,15.05,2017,7,12,15,3,34.4088,1091014.4088
40985,2457947.12751,15.15,2017,7,12,15,3,36.7164,1091016.7164
40996,2457947.1277,15.42,2017,7,12,15,3,53.3016,1091033.3016
40997,2457947.12773,15.01,2017,7,12,15,3,55.5984,1091035.5984
40998,2457947.12775,15.2,2017,7,12,15,3,57.924,1091037.924
40999,2457947.12778,14.97,2017,7,12,15,4,0.224400000002,1091040.2244
41000,2457947.12781,15.29,2017,7,12,15,4,2.5464,1091042.5464
41001,2457947.12783,14.93,2017,7,12,15,4,4.83959999999,1091044.8396
41002,2457947.12786,15.91,2017,7,12,15,4,7.1652,1091047.1652
41003,2457947.12789,15.59,2017,7,12,15,4,9.4584,1091049.4584
41004,2457947.12791,15.21,2017,7,12,15,4,11.784,1091051.784
41005,2457947.12794,14.94,2017,7,12,15,4,14.0808,1091054.0808
41008,2457947.12801,14.81,2017,7,12,15,4,20.2404,1091060.2404
41009,2457947.12804,14.56,2017,7,12,15,4,22.53,1091062.53
41010,2457947.12807,15.99,2017,7,12,15,4,24.8592,1091064.8592
41021,2457947.12826,15.73,2017,7,12,15,4,41.3904,1091081.3904
41022,2457947.12828,15.48,2017,7,12,15,4,43.6836,1091083.6836
41023,2457947.12831,16.07,2017,7,12,15,4,46.0128,1091086.0128
41024,2457947.12834,15.29,2017,7,12,15,4,48.306,1091088.306
41025,2457947.12836,14.67,2017,7,12,15,4,50.6352,1091090.6352
41036,2457947.12856,15.84,2017,7,12,15,5,7.4256,1091107.4256
41037,2457947.12859,16.06,2017,7,12,15,5,9.7476,1091109.7476
41038,2457947.12861,15.61,2017,7,12,15,5,12.0444,1091112.0444
41039,2457947.12864,15.72,2017,7,12,15,5,14.3628,1091114.3628
41040,2457947.12867,15.28,2017,7,12,15,5,16.656,1091116.656
41041,2457947.12869,15.17,2017,7,12,15,5,18.9744,1091118.9744
41042,2457947.12872,15.09,2017,7,12,15,5,21.2748,1091121.2748
41043,2457947.12875,15.27,2017,7,12,15,5,23.6148,1091123.6148
41044,2457947.12877,15.38,2017,7,12,15,5,25.9008,1091125.9008
41045,2457947.1288,15.3,2017,7,12,15,5,28.2192,1091128.2192
41048,2457947.12887,15.75,2017,7,12,15,5,34.134,1091134.134
41049,2457947.12889,15.64,2017,7,12,15,5,36.438,1091136.438
41050,2457947.12892,15.77,2017,7,12,15,5,38.7312,1091138.7312
41061,2457947.12911,15.24,2017,7,12,15,5,55.3308,1091155.3308
41062,2457947.12914,15.8,2017,7,12,15,5,57.6564,1091157.6564
41063,2457947.12917,15.51,2017,7,12,15,5,59.946,1091159.946
41064,2457947.12919,15.2,2017,7,12,15,6,2.2752,1091162.2752
41065,2457947.12922,14.37,2017,7,12,15,6,4.5648,1091164.5648
41066,2457947.12925,15.28,2017,7,12,15,6,6.8904,1091166.8904
41067,2457947.12927,15.51,2017,7,12,15,6,9.1872,1091169.1872
41078,2457947.12946,15.11,2017,7,12,15,6,25.7508,1091185.7508
41079,2457947.12949,14.04,2017,7,12,15,6,28.0368,1091188.0368
41080,2457947.12952,14.64,2017,7,12,15,6,30.3768,1091190.3768
41081,2457947.12954,14.66,2017,7,12,15,6,32.6736,1091192.6736
41082,2457947.12957,15.56,2017,7,12,15,6,34.9956,1091194.9956
41083,2457947.1296,14.04,2017,7,12,15,6,37.2888,1091197.2888
41084,2457947.12963,15.74,2017,7,12,15,6,39.6072,1091199.6072
41085,2457947.12965,15.01,2017,7,12,15,6,41.9076,1091201.9076
41086,2457947.12968,15.32,2017,7,12,15,6,44.226,1091204.226
41087,2457947.12971,15.03,2017,7,12,15,6,46.5408,1091206.5408
41090,2457947.12977,15.48,2017,7,12,15,6,52.4988,1091212.4988
41101,2457947.12997,15.36,2017,7,12,15,7,9.0084,1091229.0084
41102,2457947.12999,15.54,2017,7,12,15,7,11.3052,1091231.3052
41103,2457947.13002,14.82,2017,7,12,15,7,13.6344,1091233.6344
41104,2457947.13005,14.79,2017,7,12,15,7,15.9312,1091235.9312
41105,2457947.13007,14.96,2017,7,12,15,7,18.2604,1091238.2604
41106,2457947.1301,14.9,2017,7,12,15,7,20.5572,1091240.5572
41117,2457947.13029,15.33,2017,7,12,15,7,37.1352,1091257.1352
41118,2457947.13032,15.52,2017,7,12,15,7,39.4284,1091259.4284
41119,2457947.13034,15.28,2017,7,12,15,7,41.7648,1091261.7648
41120,2457947.13037,15.48,2017,7,12,15,7,44.0616,1091264.0616
41121,2457947.1304,15.42,2017,7,12,15,7,46.3836,1091266.3836
41122,2457947.13042,15.78,2017,7,12,15,7,48.6804,1091268.6804
41123,2457947.13045,15.52,2017,7,12,15,7,51.0024,1091271.0024
41124,2457947.13048,15.37,2017,7,12,15,7,53.2992,1091273.2992
41125,2457947.1305,15.18,2017,7,12,15,7,55.6248,1091275.6248
41126,2457947.13053,15.01,2017,7,12,15,7,57.918,1091277.918
41129,2457947.1306,15.63,2017,7,12,15,8,3.8688,1091283.8688
41130,2457947.13063,15.3,2017,7,12,15,8,6.1548,1091286.1548
41131,2457947.13065,14.79,2017,7,12,15,8,8.4624,1091288.4624
41132,2457947.13068,14.31,2017,7,12,15,8,10.7556,1091290.7556
41143,2457947.13087,14.86,2017,7,12,15,8,27.3084,1091307.3084
41144,2457947.1309,15.38,2017,7,12,15,8,29.6412,1091309.6412
41155,2457947.13109,15.92,2017,7,12,15,8,46.2012,1091326.2012
41156,2457947.13112,15.69,2017,7,12,15,8,48.5232,1091328.5232
41157,2457947.13114,15.16,2017,7,12,15,8,50.8164,1091330.8164
41158,2457947.13117,15.74,2017,7,12,15,8,53.1384,1091333.1384
41159,2457947.1312,15.83,2017,7,12,15,8,55.4388,1091335.4388
41160,2457947.13122,15.16,2017,7,12,15,8,57.7644,1091337.7644
41161,2457947.13125,14.81,2017,7,12,15,9,0.0612000000066,1091340.0612
41162,2457947.13128,15.87,2017,7,12,15,9,2.3868,1091342.3868
41163,2457947.1313,15.48,2017,7,12,15,9,4.6872,1091344.6872
41164,2457947.13133,15.2,2017,7,12,15,9,7.02,1091347.02
41167,2457947.1314,16.55,2017,7,12,15,9,12.9564,1091352.9564
41168,2457947.13143,15.9,2017,7,12,15,9,15.2676,1091355.2676
41169,2457947.13145,15.94,2017,7,12,15,9,17.5608,1091357.5608
41170,2457947.13148,16.01,2017,7,12,15,9,19.872,1091359.872
41171,2457947.13151,15.15,2017,7,12,15,9,22.1616,1091362.1616
41172,2457947.13153,15.9,2017,7,12,15,9,24.4764,1091364.4764
41173,2457947.13156,15.54,2017,7,12,15,9,26.8056,1091366.8056
41174,2457947.13159,14.95,2017,7,12,15,9,29.1132,1091369.1132
41185,2457947.13178,15.27,2017,7,12,15,9,45.7092,1091385.7092
41186,2457947.13181,15.68,2017,7,12,15,9,48.006,1091388.006
41197,2457947.132,15.54,2017,7,12,15,10,4.5876,1091404.5876
41198,2457947.13202,14.8,2017,7,12,15,10,6.8844,1091406.8844
41199,2457947.13205,14.94,2017,7,12,15,10,9.2064,1091409.2064
41200,2457947.13208,15.09,2017,7,12,15,10,11.4996,1091411.4996
41201,2457947.1321,15.22,2017,7,12,15,10,13.8216,1091413.8216
41202,2457947.13213,14.96,2017,7,12,15,10,16.1184,1091416.1184
41203,2457947.13216,14.87,2017,7,12,15,10,18.5376,1091418.5376
41204,2457947.13219,14.92,2017,7,12,15,10,20.9244,1091420.9244
41205,2457947.13221,15.25,2017,7,12,15,10,23.2428,1091423.2428
41206,2457947.13224,15.39,2017,7,12,15,10,25.5432,1091425.5432
41209,2457947.13231,14.58,2017,7,12,15,10,31.4796,1091431.4796
41210,2457947.13234,14.89,2017,7,12,15,10,33.7872,1091433.7872
41211,2457947.13236,14.99,2017,7,12,15,10,36.0948,1091436.0948
41212,2457947.13239,14.84,2017,7,12,15,10,38.3772,1091438.3772
41213,2457947.13242,15.26,2017,7,12,15,10,40.6884,1091440.6884
41224,2457947.13261,15.56,2017,7,12,15,10,57.3024,1091457.3024
41225,2457947.13263,15.82,2017,7,12,15,10,59.5992,1091459.5992
41226,2457947.13266,14.89,2017,7,12,15,11,1.92479999999,1091461.9248
41227,2457947.13269,14.65,2017,7,12,15,11,4.2252,1091464.2252
41228,2457947.13271,15.49,2017,7,12,15,11,6.5544,1091466.5544
41239,2457947.13291,15.18,2017,7,12,15,11,23.1072,1091483.1072
41240,2457947.13293,14.5,2017,7,12,15,11,25.4292,1091485.4292
41241,2457947.13296,14.97,2017,7,12,15,11,27.7296,1091487.7296
41242,2457947.13299,15.31,2017,7,12,15,11,30.084,1091490.084
41243,2457947.13301,15.79,2017,7,12,15,11,32.3772,1091492.3772
41244,2457947.13304,15.03,2017,7,12,15,11,34.6956,1091494.6956
41245,2457947.13307,14.91,2017,7,12,15,11,36.9924,1091496.9924
41246,2457947.13309,14.59,2017,7,12,15,11,39.3252,1091499.3252
41247,2457947.13312,15.33,2017,7,12,15,11,41.6184,1091501.6184
41248,2457947.13315,15.88,2017,7,12,15,11,43.9404,1091503.9404
41251,2457947.13322,14.7,2017,7,12,15,11,49.8588,1091509.8588
41252,2457947.13324,15.01,2017,7,12,15,11,52.1664,1091512.1664
41253,2457947.13327,15.34,2017,7,12,15,11,54.4596,1091514.4596
41264,2457947.13346,15.24,2017,7,12,15,12,11.0052,1091531.0052
41265,2457947.13349,15.19,2017,7,12,15,12,13.3344,1091533.3344
41276,2457947.13368,15.39,2017,7,12,15,12,29.9232,1091549.9232
41277,2457947.13371,14.82,2017,7,12,15,12,32.2452,1091552.2452
41278,2457947.13373,14.97,2017,7,12,15,12,34.542,1091554.542
41279,2457947.13376,14.94,2017,7,12,15,12,36.8784,1091556.8784
41280,2457947.13379,15.51,2017,7,12,15,12,39.1752,1091559.1752
41281,2457947.13381,14.77,2017,7,12,15,12,41.4972,1091561.4972
41282,2457947.13384,15.46,2017,7,12,15,12,43.794,1091563.794
41283,2457947.13387,15.16,2017,7,12,15,12,46.116,1091566.116
41284,2457947.13389,15.44,2017,7,12,15,12,48.4128,1091568.4128
41285,2457947.13392,14.97,2017,7,12,15,12,50.7348,1091570.7348
41288,2457947.13399,15.08,2017,7,12,15,12,56.6568,1091576.6568
41289,2457947.13402,15.21,2017,7,12,15,12,58.968,1091578.968
41290,2457947.13404,14.55,2017,7,12,15,13,1.2576,1091581.2576
41291,2457947.13407,15.12,2017,7,12,15,13,3.5652,1091583.5652
41292,2457947.1341,14.53,2017,7,12,15,13,5.9124,1091585.9124
41293,2457947.13412,15.42,2017,7,12,15,13,8.2236,1091588.2236
41294,2457947.13415,15.63,2017,7,12,15,13,10.5744,1091590.5744
41295,2457947.13418,14.9,2017,7,12,15,13,12.8712,1091592.8712
41296,2457947.1342,15.96,2017,7,12,15,13,15.2076,1091595.2076
41307,2457947.1344,15.23,2017,7,12,15,13,31.7496,1091611.7496
41318,2457947.13459,15.16,2017,7,12,15,13,48.2844,1091628.2844
41319,2457947.13461,15.63,2017,7,12,15,13,50.5812,1091630.5812
41320,2457947.13464,15.37,2017,7,12,15,13,52.9392,1091632.9392
41321,2457947.13467,15.07,2017,7,12,15,13,55.236,1091635.236
41322,2457947.13469,14.76,2017,7,12,15,13,57.5544,1091637.5544
41323,2457947.13472,15.38,2017,7,12,15,13,59.8512,1091639.8512
41324,2457947.13475,14.74,2017,7,12,15,14,2.16959999999,1091642.1696
41325,2457947.13477,15.25,2017,7,12,15,14,4.4628,1091644.4628
41326,2457947.1348,14.62,2017,7,12,15,14,6.7812,1091646.7812
41327,2457947.13483,15.24,2017,7,12,15,14,9.0816,1091649.0816
41330,2457947.1349,15.41,2017,7,12,15,14,15.018,1091655.018
41331,2457947.13492,14.44,2017,7,12,15,14,17.448,1091657.448
41332,2457947.13495,15.07,2017,7,12,15,14,19.8528,1091659.8528
41333,2457947.13498,14.4,2017,7,12,15,14,22.1856,1091662.1856
41344,2457947.13517,14.7,2017,7,12,15,14,38.6664,1091678.6664
41355,2457947.13536,14.82,2017,7,12,15,14,55.2336,1091695.2336
